seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
GP3_S28_contig_3225	5533	No terminal repeats	NA	4	11	0.9992	0.0008	1	6.8618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1916	94237	DTR	NA	99	15	0.9992	0.0008	7	98.0290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP3_S28_contig_4878	5362	ITR	NA	8	11	0.9992	0.0008	1	8.1101	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4294	14570	No terminal repeats	NA	26	11	0.9992	0.0008	1	25.1941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP3_S28_contig_5067	6337	DTR	NA	6	11	0.9992	0.0008	1	6.3079	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP3_S28_contig_1744	3184	No terminal repeats	NA	4	11	0.9992	0.0008	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4569	5392	DTR	NA	9	11	0.9992	0.0008	3	12.3879	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP3_S28_contig_2261	22295	No terminal repeats	NA	28	11	0.9992	0.0008	1	39.4743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2636	21618	No terminal repeats	NA	32	11	0.9992	0.0008	2	33.1997	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GP3_S28_contig_5314	45519	DTR	NA	64	11	0.9992	0.0008	12	73.5939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1295	16283	No terminal repeats	NA	24	11	0.9992	0.0008	7	36.2589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5340	2254	DTR	NA	4	11	0.9991	0.0008	1	5.1548	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae
GP3_S28_contig_926	10504	No terminal repeats	NA	16	11	0.9991	0.0008	5	19.3433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_295	21026	No terminal repeats	NA	37	11	0.9991	0.0008	4	59.4338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4991	3823	No terminal repeats	NA	7	11	0.9991	0.0008	1	9.8793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3192	11142	No terminal repeats	NA	17	11	0.9991	0.0008	1	13.4339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3602	37683	DTR	NA	53	11	0.9991	0.0008	10	69.0786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_812	37235	No terminal repeats	NA	58	11	0.9991	0.0008	13	79.5632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1422	42412	No terminal repeats	NA	71	11	0.9991	0.0008	10	92.6260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3121	4607	No terminal repeats	NA	8	11	0.9991	0.0008	5	13.7440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4469	11065	No terminal repeats	NA	14	11	0.9991	0.0008	0	21.0787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_468	57557	No terminal repeats	NA	86	11	0.9991	0.0008	8	127.2284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1045	5941	No terminal repeats	NA	3	11	0.9991	0.0008	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_665	30305	No terminal repeats	NA	42	11	0.9991	0.0008	4	42.7526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1143	29201	No terminal repeats	NA	49	11	0.9991	0.0008	7	47.9765	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2211	40382	No terminal repeats	NA	60	11	0.9991	0.0008	14	57.7172	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5079	38883	DTR	NA	52	11	0.9991	0.0008	8	53.4328	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2741	2829	No terminal repeats	NA	3	11	0.9991	0.0008	1	5.1548	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP3_S28_contig_4506	5140	ITR	NA	6	11	0.9991	0.0008	1	7.5314	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2769	50441	DTR	NA	70	11	0.9991	0.0008	10	77.2579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5235	4692	No terminal repeats	NA	8	11	0.9991	0.0008	0	10.0201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4602	5016	No terminal repeats	NA	7	11	0.9991	0.0008	1	11.2505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2018	15869	No terminal repeats	NA	24	11	0.9991	0.0008	3	35.2722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_292	6622	No terminal repeats	NA	8	11	0.9991	0.0008	0	10.9097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_792	12246	ITR	NA	18	11	0.9991	0.0008	3	18.4656	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_629	3029	No terminal repeats	NA	4	11	0.9991	0.0008	3	6.8444	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_134	4632	No terminal repeats	NA	6	11	0.9991	0.0008	0	5.0270	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP3_S28_contig_4929	5938	No terminal repeats	NA	13	11	0.9991	0.0008	1	11.6578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2724	5791	No terminal repeats	NA	12	11	0.9991	0.0008	2	7.4169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3157	45076	DTR	NA	69	11	0.9991	0.0008	9	79.8271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4337	12880	No terminal repeats	NA	12	11	0.9991	0.0008	3	16.6809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4857	3364	No terminal repeats	NA	7	11	0.9991	0.0008	1	11.3624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_417	29803	No terminal repeats	NA	47	11	0.9991	0.0008	11	59.3465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3380	49680	No terminal repeats	NA	79	11	0.9991	0.0008	9	82.2408	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5226	3011	No terminal repeats	NA	6	11	0.9991	0.0008	2	8.3711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_380	4348	No terminal repeats	NA	4	11	0.9991	0.0008	4	5.6863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_657	9010	No terminal repeats	NA	12	11	0.9991	0.0008	2	16.2692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2382	12256	No terminal repeats	NA	17	11	0.9990	0.0009	2	26.6835	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4982	2872	No terminal repeats	NA	7	11	0.9990	0.0009	5	10.0437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4076	10500	No terminal repeats	NA	19	11	0.9990	0.0009	1	20.3943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_905	10142	No terminal repeats	NA	19	11	0.9990	0.0009	3	21.0494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_869	35089	No terminal repeats	NA	36	11	0.9990	0.0009	12	56.6909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1488	9285	No terminal repeats	NA	7	11	0.9990	0.0009	0	11.8096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5214	10700	No terminal repeats	NA	19	11	0.9990	0.0009	2	18.7654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3002	5401	No terminal repeats	NA	7	11	0.9990	0.0009	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3550	3736	No terminal repeats	NA	6	11	0.9990	0.0009	2	6.0153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_366	3195	No terminal repeats	NA	3	11	0.9990	0.0009	1	3.2681	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
GP3_S28_contig_511	1878	No terminal repeats	NA	3	11	0.9990	0.0009	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2148	9767	No terminal repeats	NA	24	11	0.9990	0.0009	0	24.4934	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2158	34334	DTR	NA	46	11	0.9990	0.0009	10	50.7460	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1682	19093	No terminal repeats	NA	24	11	0.9990	0.0009	3	29.7435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3959	4018	No terminal repeats	NA	4	11	0.9990	0.0009	0	4.8085	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3184	4767	No terminal repeats	NA	6	11	0.9990	0.0009	0	4.8232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5176	14682	No terminal repeats	NA	19	11	0.9990	0.0009	0	23.5592	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3260	3943	No terminal repeats	NA	8	11	0.9990	0.0009	0	4.6750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2289	40243	DTR	NA	45	11	0.9990	0.0009	6	53.5171	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1960	2950	No terminal repeats	NA	5	11	0.9990	0.0009	1	8.3731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1443	2932	No terminal repeats	NA	8	11	0.9990	0.0009	1	9.7441	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1146	4898	No terminal repeats	NA	9	11	0.9990	0.0009	2	6.7083	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3831	1528	No terminal repeats	NA	4	11	0.9990	0.0009	1	4.8639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4587	5727	No terminal repeats	NA	13	11	0.9990	0.0009	1	10.0099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_890	10401	No terminal repeats	NA	23	11	0.9990	0.0009	5	27.8103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_231	5917	No terminal repeats	NA	9	11	0.9990	0.0009	1	12.3727	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3126	4327	No terminal repeats	NA	7	11	0.9990	0.0009	0	4.5694	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3005	9344	No terminal repeats	NA	12	11	0.9990	0.0009	2	13.8758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_392	125442	DTR	NA	156	11	0.9990	0.0009	9	118.9717	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1973	3343	No terminal repeats	NA	4	11	0.9990	0.0009	1	5.1548	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales;Genomoviridae
GP3_S28_contig_364	2866	No terminal repeats	NA	6	11	0.9989	0.0009	1	10.0914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2572	5421	No terminal repeats	NA	6	11	0.9989	0.0009	3	8.4061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3475	11284	No terminal repeats	NA	21	11	0.9989	0.0009	3	22.6121	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3352	29952	No terminal repeats	NA	33	11	0.9989	0.0009	8	44.5929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2902	36057	No terminal repeats	NA	61	11	0.9989	0.0009	10	61.3701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3588	10263	ITR	NA	15	11	0.9989	0.0009	2	21.9000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_229	45853	No terminal repeats	NA	56	11	0.9989	0.0009	4	73.7669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2561	24017	No terminal repeats	NA	37	11	0.9989	0.0009	10	29.4070	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5332	38560	DTR	NA	53	11	0.9989	0.0009	9	48.7595	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2028	11530	No terminal repeats	NA	16	11	0.9989	0.0009	1	11.5617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1581	3493	No terminal repeats	NA	4	11	0.9989	0.0009	3	6.5442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2818	3224	No terminal repeats	NA	6	11	0.9989	0.0009	0	5.8974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1251	5398	No terminal repeats	NA	7	11	0.9989	0.0009	5	10.8186	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3739	54966	DTR	NA	94	11	0.9989	0.0009	10	91.2579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5322	42821	DTR	NA	47	11	0.9989	0.0009	6	45.7935	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4100	40802	No terminal repeats	NA	65	11	0.9989	0.0009	10	62.6205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4269	2546	No terminal repeats	NA	3	11	0.9989	0.0009	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3034	3553	No terminal repeats	NA	6	11	0.9989	0.0009	0	6.6433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5293	13814	No terminal repeats	NA	27	11	0.9989	0.0009	1	19.6548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4259	9039	No terminal repeats	NA	8	11	0.9989	0.0009	1	10.2452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5138	6496	No terminal repeats	NA	9	11	0.9989	0.0009	1	13.4969	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4645	3750	No terminal repeats	NA	9	11	0.9989	0.0009	0	6.2725	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2208	11197	No terminal repeats	NA	21	11	0.9989	0.0009	8	29.8711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4176	29098	No terminal repeats	NA	52	11	0.9989	0.0009	8	47.2713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1179	2709	No terminal repeats	NA	5	11	0.9988	0.0009	0	6.1080	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
GP3_S28_contig_2787	4842	No terminal repeats	NA	9	11	0.9988	0.0009	0	9.1234	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2045	1710	No terminal repeats	NA	3	11	0.9988	0.0009	2	4.8587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3678	3060	No terminal repeats	NA	7	11	0.9988	0.0009	1	6.3667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2454	17002	No terminal repeats	NA	25	11	0.9988	0.0009	3	36.6950	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_367	8513	No terminal repeats	NA	14	11	0.9988	0.0009	0	20.4519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2961	40697	DTR	NA	62	11	0.9988	0.0009	14	68.3957	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3036	2952	No terminal repeats	NA	2	11	0.9988	0.0009	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4760	31103	No terminal repeats	NA	36	11	0.9988	0.0009	3	29.0748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4592	6786	No terminal repeats	NA	10	11	0.9988	0.0010	0	8.2837	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1487	2994	No terminal repeats	NA	5	11	0.9988	0.0010	0	4.6227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_633	4488	No terminal repeats	NA	7	11	0.9988	0.0010	0	5.0536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_823	26096	No terminal repeats	NA	37	11	0.9988	0.0010	6	34.1971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3386	59389	No terminal repeats	NA	90	11	0.9988	0.0010	6	98.0706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5331	65523	DTR	NA	89	11	0.9988	0.0010	18	94.4166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3631	7327	No terminal repeats	NA	6	11	0.9988	0.0010	1	8.4652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5294	41112	DTR	NA	53	11	0.9988	0.0010	13	62.7947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2581	12453	No terminal repeats	NA	14	11	0.9988	0.0010	3	17.1688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_359	5957	No terminal repeats	NA	5	11	0.9988	0.0010	0	6.5956	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_3154|provirus_15953_61348	45396	Provirus	15953-61348	50	11	0.9988	0.0010	2	51.1188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4659	40875	No terminal repeats	NA	61	11	0.9988	0.0010	6	41.8568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1494	13158	No terminal repeats	NA	19	11	0.9988	0.0010	1	8.8933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4073	1079	No terminal repeats	NA	1	11	0.9987	0.0010	1	1.7183	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae
GP3_S28_contig_1735	3479	No terminal repeats	NA	4	11	0.9987	0.0010	1	6.7569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_2614	3306	No terminal repeats	NA	4	11	0.9987	0.0010	3	6.3289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_4149	2338	No terminal repeats	NA	5	11	0.9987	0.0010	2	8.1259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1358	43134	DTR	NA	68	11	0.9987	0.0010	9	68.5647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_1991	21958	No terminal repeats	NA	18	11	0.9987	0.0010	4	24.8733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GP3_S28_contig_5213	10170	No terminal repeats	NA	21	11	0.9987	0.0010	1	15.3551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
