seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
J2_S18_contig_50855	6832	No terminal repeats	NA	8	11	0.9998	0.0002	3	9.4230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_25413	11689	No terminal repeats	NA	15	11	0.9998	0.0002	4	21.2294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_119028	8526	No terminal repeats	NA	12	11	0.9998	0.0002	1	20.2277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
J2_S18_contig_712	7787	No terminal repeats	NA	12	11	0.9998	0.0002	6	17.3222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_53445	6321	No terminal repeats	NA	7	11	0.9998	0.0002	3	9.2451	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_58805	6124	No terminal repeats	NA	9	11	0.9998	0.0002	3	10.0177	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_45	5817	No terminal repeats	NA	9	11	0.9998	0.0002	3	11.4781	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_122986	10226	No terminal repeats	NA	8	11	0.9998	0.0002	3	9.5267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_81811	6503	No terminal repeats	NA	10	11	0.9998	0.0002	0	14.9004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
J2_S18_contig_10271	11384	No terminal repeats	NA	10	11	0.9998	0.0002	1	11.7732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_15029	6013	No terminal repeats	NA	7	11	0.9998	0.0002	2	11.8304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_71386	8267	No terminal repeats	NA	10	11	0.9998	0.0002	2	13.4196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_16653	10344	No terminal repeats	NA	6	11	0.9998	0.0002	4	9.5903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_48934	3525	No terminal repeats	NA	8	11	0.9998	0.0002	1	12.5786	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_59918	7592	No terminal repeats	NA	8	11	0.9998	0.0002	0	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_53135	7948	No terminal repeats	NA	12	11	0.9998	0.0002	0	11.5455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_102303	7903	No terminal repeats	NA	13	11	0.9998	0.0002	2	14.2842	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_106083	3852	No terminal repeats	NA	4	11	0.9998	0.0002	2	6.2646	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_72179	4156	No terminal repeats	NA	6	11	0.9998	0.0002	1	9.5802	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_108796	2477	No terminal repeats	NA	4	11	0.9998	0.0002	2	5.7728	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_8487	6860	No terminal repeats	NA	8	11	0.9998	0.0002	5	10.9459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_14784	34436	No terminal repeats	NA	41	11	0.9998	0.0002	7	55.6697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_116429	6259	No terminal repeats	NA	9	11	0.9998	0.0002	1	14.3133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_71858	5443	No terminal repeats	NA	6	11	0.9998	0.0002	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
J2_S18_contig_46840	7255	No terminal repeats	NA	9	11	0.9998	0.0002	2	11.3297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_109215	32481	No terminal repeats	NA	41	11	0.9998	0.0002	7	46.1868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_18751	9687	No terminal repeats	NA	15	11	0.9998	0.0002	1	23.1289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_23832	7249	No terminal repeats	NA	12	11	0.9998	0.0002	5	17.0024	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_119607	6597	No terminal repeats	NA	11	11	0.9998	0.0002	2	13.4924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_111675	4248	No terminal repeats	NA	5	11	0.9998	0.0002	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae
J2_S18_contig_61477	6186	No terminal repeats	NA	7	11	0.9998	0.0002	2	11.9399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_43561	21351	No terminal repeats	NA	22	11	0.9998	0.0002	5	29.3165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_76727	4733	No terminal repeats	NA	7	11	0.9998	0.0002	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_90813	4181	No terminal repeats	NA	4	11	0.9998	0.0002	1	6.7207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_96920	15831	No terminal repeats	NA	18	11	0.9998	0.0002	7	24.9856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_28717	4428	No terminal repeats	NA	6	11	0.9998	0.0002	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_31265	4615	No terminal repeats	NA	4	11	0.9998	0.0002	2	6.4006	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_4012	3330	No terminal repeats	NA	5	11	0.9998	0.0002	0	8.0722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_38554	10826	No terminal repeats	NA	11	11	0.9998	0.0002	3	13.3627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_90328	3755	No terminal repeats	NA	4	11	0.9998	0.0002	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_61954	4016	No terminal repeats	NA	7	11	0.9998	0.0002	0	11.5843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_100472	6565	No terminal repeats	NA	6	11	0.9998	0.0002	4	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_49937	5140	No terminal repeats	NA	7	11	0.9998	0.0002	2	11.7915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_30149	4633	No terminal repeats	NA	4	11	0.9998	0.0002	2	6.6298	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_37485	7405	No terminal repeats	NA	7	11	0.9998	0.0002	2	8.1948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_103341	4381	No terminal repeats	NA	6	11	0.9998	0.0002	4	9.0177	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_11528	7396	No terminal repeats	NA	9	11	0.9998	0.0002	4	11.1019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_113101	7295	No terminal repeats	NA	11	11	0.9998	0.0002	2	9.5936	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_57015	6295	No terminal repeats	NA	7	11	0.9998	0.0002	3	8.3869	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_83653	2973	No terminal repeats	NA	4	11	0.9998	0.0002	1	6.1437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_20408	5522	No terminal repeats	NA	10	11	0.9998	0.0002	3	13.0537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_59339	7773	No terminal repeats	NA	15	11	0.9998	0.0002	2	17.0722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_100994	3896	No terminal repeats	NA	6	11	0.9998	0.0002	1	9.3635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_3120	29143	No terminal repeats	NA	37	11	0.9998	0.0002	4	46.0434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_73544	3156	No terminal repeats	NA	6	11	0.9998	0.0002	1	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_118334	10519	No terminal repeats	NA	13	11	0.9998	0.0002	5	15.8040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_81711	7545	No terminal repeats	NA	12	11	0.9998	0.0002	3	14.5954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_97904	18910	No terminal repeats	NA	18	11	0.9998	0.0002	4	21.4360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
J2_S18_contig_114427	13371	No terminal repeats	NA	15	11	0.9998	0.0002	2	17.0754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
J2_S18_contig_44445	16673	No terminal repeats	NA	21	11	0.9998	0.0002	9	26.3277	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
J2_S18_contig_121403	17028	No terminal repeats	NA	21	11	0.9998	0.0002	2	27.3012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
