seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
M3_S27_contig_15253	13997	No terminal repeats	NA	12	11	0.9991	0.0008	3	17.5247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_33170|provirus_134816_165826	31011	Provirus	134816-165826	46	11	0.9991	0.0008	14	58.8700	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_21815	22085	No terminal repeats	NA	27	11	0.9991	0.0008	8	34.2303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_38063	14194	No terminal repeats	NA	17	11	0.9991	0.0008	1	21.3767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_20180	5369	No terminal repeats	NA	9	11	0.9991	0.0008	1	12.7049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_26920|provirus_33_33948	33916	Provirus	33-33948	55	11	0.9991	0.0008	10	69.7490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_4709	8153	No terminal repeats	NA	13	11	0.9991	0.0008	2	18.1677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_11833	4388	No terminal repeats	NA	9	11	0.9991	0.0008	1	11.0593	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_32175	20183	No terminal repeats	NA	25	11	0.9991	0.0008	1	32.6112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_23874	13769	No terminal repeats	NA	25	11	0.9991	0.0008	1	39.9562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_27200	4169	No terminal repeats	NA	5	11	0.9991	0.0008	3	7.7732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_25913	11114	No terminal repeats	NA	13	11	0.9991	0.0008	1	20.4413	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_4537|provirus_3433_28774	25342	Provirus	3433-28774	29	11	0.9991	0.0008	9	41.9846	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_31537	11091	No terminal repeats	NA	18	11	0.9991	0.0008	4	28.0907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_31590	7110	No terminal repeats	NA	11	11	0.9991	0.0008	2	12.4947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_27739	1688	No terminal repeats	NA	3	11	0.9991	0.0008	3	4.2378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_38024	10756	No terminal repeats	NA	15	11	0.9991	0.0008	7	22.5515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_29927	7249	No terminal repeats	NA	5	11	0.9991	0.0008	2	6.4367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_27945	7479	No terminal repeats	NA	12	11	0.9991	0.0008	3	12.6070	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_9139	7000	No terminal repeats	NA	9	11	0.9991	0.0008	0	8.4954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_33378	4875	No terminal repeats	NA	10	11	0.9991	0.0008	3	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_1621|provirus_36529_86612	50084	Provirus	36529-86612	64	11	0.9991	0.0008	16	78.5711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_26218	3372	No terminal repeats	NA	4	11	0.9991	0.0008	0	6.6433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_17502	11280	No terminal repeats	NA	16	11	0.9991	0.0008	2	18.0214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_6376|provirus_16310_56569	40260	Provirus	16310-56569	61	11	0.9991	0.0008	13	55.1887	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_31943|provirus_82121_117752	35632	Provirus	82121-117752	55	11	0.9991	0.0008	10	57.3322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_22559	4889	No terminal repeats	NA	7	11	0.9991	0.0008	1	9.6611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_20757	3189	No terminal repeats	NA	4	11	0.9991	0.0008	2	4.9655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_11478	21186	No terminal repeats	NA	23	11	0.9991	0.0008	7	32.8489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_16871|provirus_24216_63606	39391	Provirus	24216-63606	60	11	0.9991	0.0008	14	76.9783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_17275	3674	No terminal repeats	NA	4	11	0.9991	0.0009	0	6.8527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_24401|provirus_139863_178318	38456	Provirus	139863-178318	65	11	0.9991	0.0009	13	71.9279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_37271	9180	No terminal repeats	NA	18	15	0.9991	0.0009	1	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
M3_S27_contig_30113	6910	No terminal repeats	NA	5	11	0.9991	0.0009	2	6.3501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_23295	2225	No terminal repeats	NA	4	11	0.9991	0.0009	2	6.6246	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_1646	24041	No terminal repeats	NA	44	11	0.9991	0.0009	10	55.3537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_8053	4273	No terminal repeats	NA	9	11	0.9991	0.0009	1	13.7044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_12175	31079	No terminal repeats	NA	38	11	0.9991	0.0009	13	49.5542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_36977	11778	No terminal repeats	NA	16	11	0.9991	0.0009	6	25.0685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_1000|provirus_138_38980	38843	Provirus	138-38980	55	11	0.9991	0.0009	9	69.5700	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_4071	10080	No terminal repeats	NA	16	11	0.9991	0.0009	8	20.2560	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_37972|provirus_3_20033	20031	Provirus	3-20033	32	11	0.9991	0.0009	4	31.2654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_8598	5246	No terminal repeats	NA	6	11	0.9991	0.0009	5	9.5526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_31436	10598	No terminal repeats	NA	12	11	0.9991	0.0009	6	18.0595	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_41636	8029	No terminal repeats	NA	7	11	0.9991	0.0009	2	7.3793	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_18317	3247	No terminal repeats	NA	6	11	0.9991	0.0009	1	8.2974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_41072	45528	DTR	NA	64	11	0.9991	0.0009	12	73.5939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_6848|provirus_106161_167290	61130	Provirus	106161-167290	92	11	0.9991	0.0009	9	136.1367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_37981	12246	ITR	NA	18	11	0.9991	0.0009	3	18.4656	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_28265	3140	No terminal repeats	NA	4	11	0.9991	0.0009	3	6.3520	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_27571	2445	No terminal repeats	NA	3	11	0.9991	0.0009	2	4.6970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_1418	4677	No terminal repeats	NA	5	11	0.9991	0.0009	2	6.3398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_29635	5943	No terminal repeats	NA	11	11	0.9991	0.0009	3	9.8519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_35275|provirus_21581_45168	23588	Provirus	21581-45168	34	11	0.9991	0.0009	9	45.1247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_4655	4603	No terminal repeats	NA	5	15	0.9991	0.0009	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_11031	22449	No terminal repeats	NA	28	11	0.9991	0.0009	10	43.8070	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_43781	5052	No terminal repeats	NA	7	11	0.9991	0.0009	0	7.8324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_16006|provirus_27413_57357	29945	Provirus	27413-57357	42	11	0.9991	0.0009	13	49.5053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_172|provirus_26456_53522	27067	Provirus	26456-53522	36	11	0.9991	0.0009	13	53.8925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_34741	3446	No terminal repeats	NA	5	11	0.9991	0.0009	2	6.0384	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_9215	1662	No terminal repeats	NA	3	11	0.9991	0.0009	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_30702	36748	No terminal repeats	NA	49	11	0.9991	0.0009	10	54.5769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_19283	3762	No terminal repeats	NA	4	11	0.9990	0.0009	3	6.2355	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_20846	3669	No terminal repeats	NA	6	11	0.9990	0.0009	4	8.0412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_4933	3748	No terminal repeats	NA	5	11	0.9990	0.0009	0	7.5626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_9938	8358	No terminal repeats	NA	11	11	0.9990	0.0009	9	16.7443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_35421	22196	No terminal repeats	NA	29	11	0.9990	0.0009	8	32.4080	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_1463	43240	No terminal repeats	NA	60	11	0.9990	0.0009	15	66.0209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_980	3299	No terminal repeats	NA	5	11	0.9990	0.0009	0	8.3863	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_10898	3839	No terminal repeats	NA	3	11	0.9990	0.0009	1	4.5196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_15703	42430	DTR	NA	44	11	0.9990	0.0009	6	48.9162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_38157|provirus_11758_45076	33319	Provirus	11758-45076	47	11	0.9990	0.0009	9	58.3429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_27994	3480	No terminal repeats	NA	7	11	0.9990	0.0009	0	11.0948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_34020	1470	No terminal repeats	NA	4	11	0.9990	0.0009	1	6.0941	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_17562|provirus_133784_171225	37442	Provirus	133784-171225	57	11	0.9990	0.0009	11	66.5095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_25873|provirus_57339_105492	48154	Provirus	57339-105492	74	11	0.9990	0.0009	10	87.5600	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_26834	3464	No terminal repeats	NA	7	11	0.9990	0.0009	0	8.0041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_38758	3816	No terminal repeats	NA	7	11	0.9990	0.0009	1	8.8838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_16380	14158	No terminal repeats	NA	27	11	0.9990	0.0009	9	28.7566	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_26990	3495	No terminal repeats	NA	7	11	0.9990	0.0009	1	10.4692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_5205	28202	No terminal repeats	NA	38	11	0.9990	0.0009	8	43.5796	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_4389	4993	No terminal repeats	NA	5	11	0.9990	0.0009	0	6.5076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_6593|provirus_160587_184010	23424	Provirus	160587-184010	29	11	0.9990	0.0009	9	38.5534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_1062	2676	No terminal repeats	NA	4	11	0.9990	0.0009	1	6.6548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_27300|provirus_117_60219	60103	Provirus	117-60219	90	11	0.9990	0.0009	11	82.2847	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_24210	3859	No terminal repeats	NA	8	11	0.9990	0.0009	0	9.6403	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_43360	8064	No terminal repeats	NA	6	11	0.9990	0.0009	1	10.3074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_22941	4713	No terminal repeats	NA	10	11	0.9990	0.0009	1	11.7254	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_20361	16386	No terminal repeats	NA	25	11	0.9990	0.0009	8	34.6026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_21590	17133	No terminal repeats	NA	26	15	0.9990	0.0009	3	21.5227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_25172	7010	No terminal repeats	NA	12	11	0.9990	0.0009	0	14.4797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_16873	2409	No terminal repeats	NA	3	11	0.9990	0.0009	3	4.6192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_20317	25737	No terminal repeats	NA	36	11	0.9990	0.0009	6	33.3749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_16092	4581	No terminal repeats	NA	6	11	0.9990	0.0009	3	8.1465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_27382	2919	No terminal repeats	NA	5	11	0.9990	0.0009	3	6.2450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_25655	10792	No terminal repeats	NA	15	11	0.9990	0.0009	1	16.0962	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_41744	7777	No terminal repeats	NA	13	11	0.9990	0.0009	0	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_7155	4017	No terminal repeats	NA	7	11	0.9990	0.0009	0	9.5823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_33937	5566	No terminal repeats	NA	6	11	0.9990	0.0009	0	6.1036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_13829	3908	No terminal repeats	NA	2	11	0.9990	0.0009	1	2.7534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_6512	3749	No terminal repeats	NA	5	11	0.9990	0.0009	0	7.5626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_41829	2285	No terminal repeats	NA	5	11	0.9990	0.0009	3	8.1276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_680	5245	No terminal repeats	NA	12	11	0.9990	0.0009	0	12.4932	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_3189	2545	No terminal repeats	NA	4	11	0.9990	0.0009	2	4.6970	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_31670	2717	No terminal repeats	NA	4	11	0.9990	0.0009	3	6.6175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_41591	4354	No terminal repeats	NA	8	15	0.9990	0.0009	0	10.1045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_30618|provirus_266957_303528	36572	Provirus	266957-303528	54	11	0.9990	0.0009	20	62.9416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_1267	3333	No terminal repeats	NA	8	11	0.9990	0.0009	0	8.0995	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_20258	3766	No terminal repeats	NA	9	11	0.9990	0.0009	0	5.9986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_4992	4994	No terminal repeats	NA	9	11	0.9990	0.0009	1	9.4438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_28242	5877	No terminal repeats	NA	17	11	0.9990	0.0009	0	22.8945	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_34590	29239	No terminal repeats	NA	39	11	0.9990	0.0009	12	61.0595	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_3513	8215	No terminal repeats	NA	10	11	0.9990	0.0009	1	9.1740	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_16022	4028	No terminal repeats	NA	8	11	0.9990	0.0009	0	7.8632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_21757|provirus_1_6931	6931	Provirus	1-6931	11	11	0.9990	0.0009	0	10.3096	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_20171|provirus_911_37529	36619	Provirus	911-37529	60	11	0.9990	0.0009	13	48.3450	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_29923	2744	No terminal repeats	NA	6	11	0.9990	0.0009	1	8.4230	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_10716	13244	No terminal repeats	NA	19	11	0.9990	0.0009	0	13.4699	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_29156	2784	No terminal repeats	NA	5	11	0.9989	0.0009	1	6.5791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_6013|provirus_24012_61062	37051	Provirus	24012-61062	51	11	0.9989	0.0009	9	47.0699	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_10310	5313	No terminal repeats	NA	8	11	0.9989	0.0009	1	6.4605	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_19350|provirus_66386_101056	34671	Provirus	66386-101056	42	11	0.9989	0.0009	17	52.0611	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_22867	18590	No terminal repeats	NA	19	11	0.9989	0.0009	7	20.9144	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_10668	3976	No terminal repeats	NA	3	11	0.9989	0.0009	2	5.1534	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_20691	12545	No terminal repeats	NA	15	11	0.9989	0.0009	2	15.2336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_17475	22291	No terminal repeats	NA	35	11	0.9989	0.0009	10	44.7262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_34759	46479	No terminal repeats	NA	70	11	0.9989	0.0009	13	82.1630	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_37316	5011	No terminal repeats	NA	8	11	0.9989	0.0009	5	11.0336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
M3_S27_contig_36419	5436	No terminal repeats	NA	11	11	0.9989	0.0009	0	4.7647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
