seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
F8_S24_contig_5942	14377	No terminal repeats	NA	21	11	0.9991	0.0009	14	29.1972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4033	13914	No terminal repeats	NA	16	11	0.9991	0.0009	6	23.7712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_6575|provirus_124888_141135	16248	Provirus	124888-141135	20	11	0.9991	0.0009	4	25.0455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_10217	5530	No terminal repeats	NA	8	11	0.9991	0.0009	2	11.3997	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4286	22979	No terminal repeats	NA	30	11	0.9991	0.0009	2	31.6585	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1828	4987	No terminal repeats	NA	5	11	0.9991	0.0009	3	7.6975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_236	95571	DTR	NA	85	11	0.9991	0.0009	3	86.7519	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F8_S24_contig_11608	5919	No terminal repeats	NA	14	11	0.9991	0.0009	4	16.1904	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2835	43752	No terminal repeats	NA	65	11	0.9991	0.0009	15	70.9952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_328	23529	No terminal repeats	NA	29	11	0.9991	0.0009	1	41.1926	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_7266	60380	No terminal repeats	NA	91	11	0.9991	0.0009	8	139.3986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_11154	5889	No terminal repeats	NA	6	11	0.9991	0.0009	4	9.3919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4405	38899	No terminal repeats	NA	54	11	0.9990	0.0009	11	67.4570	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4384	7707	No terminal repeats	NA	16	11	0.9990	0.0009	0	12.4303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F8_S24_contig_8827	13456	No terminal repeats	NA	19	11	0.9990	0.0009	10	22.0899	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_539	33594	No terminal repeats	NA	46	11	0.9990	0.0009	5	37.2811	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14741	3647	No terminal repeats	NA	4	11	0.9990	0.0009	0	6.0087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_3261	7690	No terminal repeats	NA	11	11	0.9990	0.0009	2	16.2527	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14706	13097	No terminal repeats	NA	32	11	0.9990	0.0009	0	25.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_8748	38418	No terminal repeats	NA	60	11	0.9990	0.0009	13	79.5632	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1848	13919	No terminal repeats	NA	20	11	0.9990	0.0009	1	24.7688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_11564	7674	No terminal repeats	NA	17	11	0.9990	0.0009	1	18.2129	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_7622	11842	No terminal repeats	NA	15	11	0.9990	0.0009	3	22.9503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4389	20542	No terminal repeats	NA	37	11	0.9990	0.0009	7	45.8830	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_10093	6073	No terminal repeats	NA	12	11	0.9990	0.0009	3	13.7162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1191	35386	No terminal repeats	NA	39	11	0.9990	0.0009	11	61.1322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_7483	5338	No terminal repeats	NA	9	11	0.9990	0.0009	1	13.3404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_6938	94237	DTR	NA	99	15	0.9990	0.0009	7	98.0290	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
F8_S24_contig_14545	37683	DTR	NA	53	11	0.9990	0.0009	10	70.7561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_12897	5217	No terminal repeats	NA	8	11	0.9990	0.0009	3	13.2304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1329	27128	No terminal repeats	NA	31	11	0.9990	0.0009	6	51.6111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_5597	5307	No terminal repeats	NA	12	11	0.9990	0.0009	0	12.5929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4813	13274	No terminal repeats	NA	21	11	0.9990	0.0009	7	19.4341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_11206	9922	No terminal repeats	NA	16	11	0.9990	0.0009	3	24.9303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_8334	6088	No terminal repeats	NA	10	11	0.9990	0.0009	5	15.6535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_13451	4650	No terminal repeats	NA	7	11	0.9990	0.0009	3	8.1590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_10972	20634	No terminal repeats	NA	31	11	0.9990	0.0009	4	27.0153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4940	5536	No terminal repeats	NA	4	11	0.9990	0.0009	2	5.9035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_3032	4027	No terminal repeats	NA	4	11	0.9990	0.0009	3	5.4939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_10371	38883	DTR	NA	52	11	0.9990	0.0009	8	52.9610	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_5363	5993	No terminal repeats	NA	8	11	0.9990	0.0009	3	11.1845	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1253	21333	No terminal repeats	NA	37	11	0.9990	0.0009	4	59.4338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_9671	7046	No terminal repeats	NA	10	11	0.9990	0.0009	1	14.9505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4595	41745	DTR	NA	70	11	0.9990	0.0009	10	89.2782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_3303	2500	No terminal repeats	NA	5	11	0.9990	0.0009	3	6.8652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_10842	5011	No terminal repeats	NA	9	11	0.9990	0.0009	0	11.3105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_7041	17373	No terminal repeats	NA	21	11	0.9990	0.0009	9	30.4243	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14521	3702	No terminal repeats	NA	4	11	0.9990	0.0009	0	5.7951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4623	11303	No terminal repeats	NA	15	11	0.9990	0.0009	2	18.0214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_13368	13249	No terminal repeats	NA	19	11	0.9990	0.0009	6	28.5002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14977	7600	DTR	NA	7	11	0.9990	0.0009	6	10.3097	Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae
F8_S24_contig_14682	57160	DTR	NA	78	11	0.9990	0.0009	13	71.7766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_11059	20531	No terminal repeats	NA	20	11	0.9990	0.0009	11	30.5283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1103	5282	No terminal repeats	NA	9	11	0.9990	0.0009	7	14.3628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14851	40953	DTR	NA	67	11	0.9990	0.0009	9	75.5486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1568	12384	No terminal repeats	NA	15	11	0.9990	0.0009	3	14.4330	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_6033	17156	No terminal repeats	NA	20	11	0.9990	0.0009	6	25.7221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_9219	37943	No terminal repeats	NA	53	11	0.9990	0.0009	11	62.5748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_6524|provirus_31745_81660	49916	Provirus	31745-81660	73	11	0.9990	0.0009	10	79.9082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_5215	5404	No terminal repeats	NA	11	11	0.9990	0.0009	6	17.6255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2826	6746	No terminal repeats	NA	11	11	0.9990	0.0010	1	9.5734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_12011	11065	No terminal repeats	NA	14	11	0.9990	0.0010	0	21.0787	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_12573	21711	No terminal repeats	NA	31	11	0.9990	0.0010	9	36.0651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2998	3297	No terminal repeats	NA	5	11	0.9990	0.0010	1	8.3156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1380	4377	No terminal repeats	NA	9	11	0.9990	0.0010	0	11.0652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_6510	5105	No terminal repeats	NA	6	11	0.9990	0.0010	0	7.8865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_5407	5016	No terminal repeats	NA	7	11	0.9990	0.0010	1	11.2505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_9387	3518	No terminal repeats	NA	4	11	0.9990	0.0010	1	5.8350	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1087	9001	No terminal repeats	NA	14	11	0.9990	0.0010	7	20.4528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_12055	1359	No terminal repeats	NA	4	11	0.9990	0.0010	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_5533	10533	No terminal repeats	NA	23	11	0.9990	0.0010	0	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_856	7086	No terminal repeats	NA	15	11	0.9990	0.0010	3	14.6784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_8711|provirus_47329_90805	43477	Provirus	47329-90805	63	11	0.9990	0.0010	14	79.2577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_11311	40704	No terminal repeats	NA	60	11	0.9990	0.0010	15	59.1617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_691	4105	No terminal repeats	NA	9	11	0.9990	0.0010	2	15.2071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_563	8429	No terminal repeats	NA	20	11	0.9990	0.0010	1	30.3668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14203	5163	No terminal repeats	NA	9	11	0.9990	0.0010	0	9.5876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_13949	3004	No terminal repeats	NA	5	11	0.9990	0.0010	1	8.4107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1005	25433	No terminal repeats	NA	32	11	0.9990	0.0010	12	49.8178	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_11841	6622	No terminal repeats	NA	8	11	0.9990	0.0010	0	10.9097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_5179	12246	ITR	NA	18	11	0.9990	0.0010	3	18.4656	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1365	40243	DTR	NA	45	11	0.9990	0.0010	6	51.7988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2697	4476	No terminal repeats	NA	4	11	0.9990	0.0010	3	6.3263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_628|provirus_20760_27287	6528	Provirus	20760-27287	7	11	0.9990	0.0010	2	9.1914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_8376	35112	No terminal repeats	NA	52	11	0.9990	0.0010	11	62.4161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_8337	45076	DTR	NA	69	11	0.9990	0.0010	9	78.5924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_10059	3941	No terminal repeats	NA	5	11	0.9990	0.0010	1	7.7443	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_375	6554	No terminal repeats	NA	10	11	0.9990	0.0010	5	13.5922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_10141	4546	No terminal repeats	NA	6	11	0.9990	0.0010	3	8.2913	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2861	2349	No terminal repeats	NA	4	11	0.9990	0.0010	1	6.4076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_12290	11522	No terminal repeats	NA	18	11	0.9990	0.0010	4	22.6536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14366	43290	DTR	NA	57	11	0.9990	0.0010	12	73.1349	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_8467	35136	No terminal repeats	NA	49	11	0.9990	0.0010	14	69.0214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_3316	4983	No terminal repeats	NA	8	11	0.9989	0.0010	1	6.0710	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_3917	35556	No terminal repeats	NA	60	11	0.9989	0.0010	3	83.1486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2362	7127	No terminal repeats	NA	12	11	0.9989	0.0010	5	17.7222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2057	2484	No terminal repeats	NA	3	11	0.9989	0.0010	3	4.9719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_15217	3750	No terminal repeats	NA	4	11	0.9989	0.0010	1	5.1200	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_12607	3278	No terminal repeats	NA	4	11	0.9989	0.0010	3	5.5724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_5026	2806	No terminal repeats	NA	5	11	0.9989	0.0010	1	7.1633	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_7597	2479	No terminal repeats	NA	3	11	0.9989	0.0010	2	4.6655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_13977|provirus_15111_23990	8880	Provirus	15111-23990	17	11	0.9989	0.0010	0	16.3296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_1710	1761	No terminal repeats	NA	5	11	0.9989	0.0010	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4218	23075	No terminal repeats	NA	32	11	0.9989	0.0010	3	34.7407	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2467	48389	No terminal repeats	NA	71	11	0.9989	0.0010	15	71.1757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2318	16185	No terminal repeats	NA	31	11	0.9989	0.0010	1	26.9553	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_3551	5275	No terminal repeats	NA	9	11	0.9989	0.0010	0	6.7265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_2527	34334	DTR	NA	46	11	0.9989	0.0010	10	50.7460	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14931	39806	DTR	NA	51	11	0.9989	0.0010	11	62.2922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_15021	32503	No terminal repeats	NA	49	11	0.9989	0.0010	12	64.0438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_3746	10700	No terminal repeats	NA	19	11	0.9989	0.0010	2	18.7654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_13663	4800	No terminal repeats	NA	9	11	0.9989	0.0010	0	9.5635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_9865	3301	No terminal repeats	NA	8	11	0.9989	0.0010	0	10.2562	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_452	18970	No terminal repeats	NA	30	11	0.9989	0.0010	5	43.7869	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14582	40868	DTR	NA	61	11	0.9989	0.0010	6	43.4323	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_7801	16009	No terminal repeats	NA	27	11	0.9989	0.0010	4	24.4305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4309|provirus_3_9800	9798	Provirus	3-9800	14	11	0.9989	0.0010	1	21.3791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_9848	12446	No terminal repeats	NA	16	11	0.9989	0.0010	5	19.3609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_8665	15544	No terminal repeats	NA	24	11	0.9989	0.0010	4	27.4081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_10449	6434	No terminal repeats	NA	11	11	0.9989	0.0010	0	11.0294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_8709	2366	No terminal repeats	NA	5	11	0.9989	0.0010	1	7.8525	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_6098	1094	No terminal repeats	NA	1	11	0.9989	0.0010	1	1.5498	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
F8_S24_contig_5532	5044	No terminal repeats	NA	7	11	0.9989	0.0010	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_6789	20238	No terminal repeats	NA	24	11	0.9989	0.0010	2	20.2631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_9591	10809	No terminal repeats	NA	17	11	0.9989	0.0010	0	22.7165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_6058	7522	No terminal repeats	NA	8	11	0.9989	0.0010	2	9.6600	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_7976	8347	No terminal repeats	NA	19	11	0.9989	0.0010	0	15.8463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_4553	17963	No terminal repeats	NA	22	11	0.9989	0.0010	4	27.7569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
F8_S24_contig_14729	54337	DTR	NA	92	11	0.9989	0.0010	9	78.3747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
