ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
M2_S26_contig_31_11	191	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_12	83	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_13	559	581	minor head protein	head and packaging	581	94	0.239	2.753e-21	p230328 VI_04092	581	188.947662	3.859230261332735e-55	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_14	481	533	portal protein	head and packaging	533	72	0.202	1.102e-13	p4475 VI_04706	533	149.859909	1.7327205758989209e-43	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_15	81	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_16	395	3717	terminase large subunit	head and packaging	3717	167	0.422	7.756e-47	KY303907_p80	3717	184.361847	5.989830739468533e-54	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_17	108	24579	terminase small subunit	head and packaging	24579	42	0.546	8.047e-06	KP836356_p30	24579	33.879562	5.456510167251195e-08	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_18	168	6386	transcription antiterminator	transcription regulation	6386	77	0.322	1.038e-16	p85924 VI_04206	6386	95.126198	8.115259419682207e-27	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_19	186	426	terminase small subunit	head and packaging	426	44	0.208	4.309e-06	p183601 VI_10526	426	83.622696	3.846201466877602e-23	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_20	112	25462	hypothetical protein	unknown function	25462	48	0.335	2.325e-08	p369681 VI_01269	25462	52.485287	1.0271483556303584e-13	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_21	120	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_22	113	836	late transcriptional activator	transcription regulation	836	56	0.358	2.196e-10	p206917 VI_10124	836	54.473049	2.6052267616778695e-14	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_31_23	73	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_1	401	62	DNA helicase	DNA, RNA and nucleotide metabolism	62	235	0.388	9.041e-68	NC_028990_p38	62	495.630737	6.697845343389455e-148	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_2	85	7024	hypothetical protein	unknown function	7024	64	0.436	1.959e-14	p58459 VI_01170	7024	68.550987	8.099191312186071e-19	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_3	138	36	transcriptional regulator	transcription regulation	36	78	0.335	1.116e-17	p23176 VI_04007	36	95.431702	7.123422075689469e-27	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_4	123	144	HNH endonuclease	DNA, RNA and nucleotide metabolism	144	97	0.458	4.867e-25	p226223 VI_00940	144	123.603661	1.3178031835447123e-35	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_5	185	83	terminase small subunit	head and packaging	83	88	0.372	3.327e-21	p403642 VI_03420	83	133.442429	1.7779484055398722e-38	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_6	261	1569	hypothetical protein	unknown function	1569	355	0.684	4.978e-112	p207769 VI_04062	1569	219.36879	1.7800069289600326e-64	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_7	419	498	DNA methyltransferase	other	498	475	0.635	1.451e-150	p48104 VI_12205	498	604.525879	4.688807753615211e-181	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_8	227	2443	amidoligase enzyme	other	2443	132	0.332	4.31e-34	KU160654_p98	2443	212.760773	2.249808308328924e-62	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_9	170	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_10	59	8677	hypothetical protein	unknown function	8677	99	0.796	5.87e-27	p423631 VI_04031	8677	102.018394	2.076428773109002e-29	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_11	110	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_12	85	4709	hypothetical protein	unknown function	4709	116	0.678	1.0850000000000001e-32	p120166 VI_00035	4709	99.564835	1.604581273223861e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_13	541	2699	terminase large subunit	head and packaging	2699	360	0.526	2.193e-111	p400353 VI_01755	9	655.121948	4.80757983802633e-196	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_14	457	12	portal protein	head and packaging	12	394	0.55	4.3710000000000005e-122	p213127 VI_06558	12	527.959961	1.0307045225616873e-157	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_15	205	94	head maturation protease	head and packaging	94	209	0.706	4.703e-62	p350580 VI_04431	94	279.729919	1.8696380289028336e-82	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_93_16	206	10	major head protein	head and packaging	10	84	0.271	1.048e-17	p205037 VI_04338	10	149.405334	4.0027053942653505e-43	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_1	74	6178	hypothetical protein	unknown function	6178	103	0.804	2.425e-28	p160741 VI_04926	6178	96.938148	9.3929320581318e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_2	84	6996	hypothetical protein	unknown function	6996	88	0.54	1.378e-22	p160742 VI_04926	6996	106.142372	1.9131513177774786e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_3	64	1337	DNA binding protein	DNA, RNA and nucleotide metabolism	1337	85	0.706	4.354e-22	p177899 VI_00920	1337	48.729343	1.2474661978362324e-12	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_4	95	5238	hypothetical protein	unknown function	5238	160	0.823	1.741e-47	p258027 VI_05426	5238	111.465469	3.562814740718495e-32	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_5	304	1733	hypothetical protein	unknown function	1733	192	0.409	5.1210000000000004e-55	p185705 VI_04542	1733	323.812103	2.183642229894858e-96	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_6	141	463	anti-repressor	transcription regulation	463	114	0.478	1.3670000000000001e-28	NC_007734_p32	463	130.509918	1.4664568258836558e-37	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_7	87	9949	hypothetical protein	unknown function	9949	120	0.676	1.9029999999999998e-33	p163809 VI_00757	9949	108.67038	2.3840546981350097e-31	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_8	51	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_9	110	2317	hypothetical protein	unknown function	2317	83	0.826	1.4250000000000001e-21	p305693 VI_05427	2317	76.771309	1.87248285220495e-21	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_10	92	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_11	69	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_12	106	23238	hypothetical protein	unknown function	23238	86	0.63	5.675000000000001e-20	NC_009018_p22	236	103.445732	4.0677121439292184e-29	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_13	138	44	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	44	121	0.54	1.611e-33	p256451 VI_01358	44	205.594727	2.3910671675072024e-60	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_14	250	8489	DnaD-like helicase loader	DNA, RNA and nucleotide metabolism	8489	212	0.697	3.553e-62	p162876 VI_00964	1163	269.768311	6.401700767071451e-80	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_15	53	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_16	262	50	DnaC-like helicase loader	DNA, RNA and nucleotide metabolism	50	130	0.351	5.9700000000000006e-34	NC_025421_p36	50	229.7146	1.7790761100533346e-67	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_17	42	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_18	120	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_19	171	121	hypothetical protein	unknown function	121	66	0.322	3.782e-14	p141448 VI_00392	121	143.495087	1.851225652680886e-41	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_20	141	98	hypothetical protein	unknown function	98	55	0.473	1.631e-10	p122352 VI_00412	98	89.298904	4.666029671259485e-25	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_21	161	121	hypothetical protein	unknown function	121	51	0.29	9.82e-09	p141448 VI_00392	121	119.333023	4.238879011377332e-34	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_22	130	7711	hypothetical protein	unknown function	7711	175	0.694	6.613e-52	NC_012756_p22	7711	142.89238	1.2074372991222935e-41	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_23	132	98	hypothetical protein	unknown function	98	57	0.317	2.476e-11	p122352 VI_00412	98	100.25927	2.0592081822608234e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_24	85	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_25	48	3606	hypothetical protein	unknown function	3606	49	0.598	4.837e-10	p172296 VI_05109	3606	56.628819	4.809114793876177e-15	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_26	71	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_27	165	1992	MazG-like pyrophosphatase	other	1992	145	0.45	1.408e-40	p247154 VI_04561	1992	180.504288	1.0844501611497394e-52	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_28	54	29132	hypothetical protein	unknown function	29132	46	0.468	1.451e-08	p164444 VI_04844	29132	49.155056	9.363014094530505e-13	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_29	150	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_30	181	216	integrase	integration and excision	216	143	0.394	6.586e-39	p381219 VI_06799	216	255.99852	7.977706410042931e-76	#fea328	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_31	106	119	HNH endonuclease	DNA, RNA and nucleotide metabolism	119	106	0.711	2.56e-28	KY065463_p32	5956	115.148903	3.5868233276618524e-33	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_32	115	2343	terminase small subunit	head and packaging	2343	131	0.614	3.928e-37	p175667 VI_00746	2343	123.037712	8.443864307247326e-36	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_33	547	2699	terminase large subunit	head and packaging	2699	175	0.348	3.759e-48	p400353 VI_01755	9	409.720856	7.499742462311069e-122	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_34	72	903	hypothetical protein	unknown function	903	47	0.353	2.26e-08	p251266 VI_05122	903	51.991116	1.897786639515236e-13	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_35	384	12	portal protein	head and packaging	12	115	0.237	1.478e-27	p213127 VI_06558	12	217.075699	1.2863514562792276e-63	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_36	257	94	head maturation protease	head and packaging	94	196	0.574	2.814e-57	p350580 VI_04431	94	301.830994	3.8108209314674034e-89	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_37	371	10	major head protein	head and packaging	10	71	0.236	9.491e-14	p205037 VI_04338	10	195.389526	4.954179796468223e-57	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_38	91	749	hypothetical protein	unknown function	749	94	0.539	2.374e-24	p287698 VI_05063	749	96.961418	1.215925639640282e-27	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_39	64	933	hypothetical protein	unknown function	933	40	0.456	1.493e-06	p120457 VI_00896	933	49.244335	7.55449728699393e-13	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_40	126	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_41	135	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_42	127	78	tail terminator	connector	78	69	0.356	2.036e-15	NC_024356_p11	78	102.257156	4.7948841942390794e-29	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_43	201	88	major tail protein	tail	88	53	0.243	3.154e-08	p59492 VI_05469	88	128.128799	8.261416141364234e-37	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_44	212	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_45	98	187	head-tail adaptor	connector	187	67	0.37	8.792e-15	p120463 VI_00896	187	81.393112	1.0447169416648827e-22	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_643_46	711	1293	tail length tape measure protein	tail	1293	513	0.415	1.326e-150	p160953 VI_04898	1293	623.068726	2.476216280148564e-186	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_1	218	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_2	86	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_3	375	10079	hypothetical protein	unknown function	10079	45	0.484	2.49e-06	p309682 VI_04250	10079	37.011799	4.8992179103509e-09	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_4	751	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_5	625	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_6	253	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_7	127	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_8	171	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_9	54	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_10	150	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_11	188	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_12	130	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_13	222	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_14	244	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M2_S26_contig_813_15	177	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
