ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
GP5_S30_contig_151_13	144	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_151_14	100	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_1	196	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_2	356	1	integrase	integration and excision	1	82	0.207	1.566e-17	p428256 VI_04636	1	160.097626	2.610116540316272e-46	#fea328	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_3	226	12855	membrane protein	moron, auxiliary metabolic gene and host takeover	12855	43	0.243	2.212e-06	p248271 VI_04540	12855	67.388039	2.045925082374339e-18	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_4	67	20936	hypothetical protein	unknown function	20936	47	0.667	3.156e-08	p23227 VI_04007	20936	45.31958	1.7147604469503292e-11	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_5	129	18248	transcriptional regulator	transcription regulation	18248	64	0.56	2.686e-12	NC_028854_p38	8	66.341637	6.216049866153038e-18	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_6	62	18248	transcriptional regulator	transcription regulation	18248	55	0.639	3.036e-09	NC_028854_p38	18248	49.084915	8.192025156676448e-13	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_7	83	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_8	111	997	replication terminator	DNA, RNA and nucleotide metabolism	997	105	0.532	1.344e-27	p398324 VI_01241	997	113.337479	1.7500227828352274e-32	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_9	248	1029	hypothetical protein	unknown function	1029	152	0.375	3.233e-42	p150254 VI_00779	1029	188.629181	2.1614312751821915e-55	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_10	71	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_11	75	2439	transcriptional regulator	transcription regulation	2439	50	0.457	1.623e-07	p298790 VI_12393	8	62.523659	9.006060618277765e-17	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_12	274	674	hypothetical protein	unknown function	674	85	0.402	5.47e-19	p28559 VI_00773	674	124.852737	8.38659534781297e-36	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_13	244	7838	exonuclease	DNA, RNA and nucleotide metabolism	7838	108	0.409	5.071e-27	NC_006552_p19	7838	140.201935	1.6608037730680592e-40	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_14	190	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_15	101	7566	hypothetical protein	unknown function	7566	67	0.458	2.781e-15	NC_025415_p30	7566	79.525887	3.35695724775171e-22	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_16	130	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_17	238	15768	hypothetical protein	unknown function	15768	80	0.586	3.98e-18	p255440 VI_04160	15768	115.86898	5.422551951833397e-33	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_18	62	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_19	79	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_20	74	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_21	70	7018	hypothetical protein	unknown function	7018	43	0.429	2.055e-07	NC_028882_p101	24663	36.498772	7.008971073850158e-09	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_22	76	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_23	120	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_24	105	2245	nucleoside triphosphate pyrophosphohydrolase	other	2245	51	0.363	1.201e-09	NC_019506_p52	2245	72.143921	1.0734056208754173e-19	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_25	71	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_26	82	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_27	102	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_28	62	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_29	105	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_30	185	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_31	463	979	terminase large subunit	head and packaging	979	119	0.306	3.8429999999999996e-29	p254229 VI_04346	979	147.359711	1.2700782339651785e-42	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_32	658	156	portal protein	head and packaging	156	188	0.247	2.745e-49	NC_016767_p7	156	282.485626	1.41733178924523e-83	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_33	87	4478	peptidase	other	4478	40	0.315	6.821e-06	NC_031016_p27	4478	43.557056	5.4471370012808526e-11	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_34	329	13908	hypothetical protein	unknown function	13908	206	0.383	6.215999999999999e-60	p183545 VI_01253	13908	309.175446	5.619752340161152e-92	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_35	422	1357	major head protein	head and packaging	1357	211	0.471	4.204e-61	MG518519_p16	1357	286.712738	4.473609215109683e-85	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_36	179	15239	hypothetical protein	unknown function	15239	39	0.408	9.625e-06	p395196 VI_01310	15239	60.072098	3.1333522112999616e-16	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_37	80	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_38	500	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_39	178	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_40	194	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_41	129	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_42	91	1863	hypothetical protein	unknown function	1863	56	0.566	8.697e-12	p376513 VI_01266	1863	51.257465	1.7439670513878467e-13	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_43	90	1129	holin	lysis	1129	69	0.424	5.455e-16	p118737 VI_00511	1129	68.194855	9.64168259356866e-19	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_44	195	6523	endolysin	lysis	6523	123	0.491	3.756e-32	NC_028887_p57	6523	140.961334	1.1676466567261172e-40	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_45	121	12105	hypothetical protein	unknown function	12105	128	0.594	5.247e-36	p395195 VI_01310	12105	124.722542	4.9153976813991114e-36	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_46	519	511	internal virion protein	head and packaging	511	139	0.343	8.447e-35	p395194 VI_01310	511	216.281754	1.6890861881612463e-63	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_47	105	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_48	735	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_49	3857	10089	DarB-like antirestriction	moron, auxiliary metabolic gene and host takeover	10089	980	0.318	1.302e-286	p120769 VI_04205	10089	1662.439453	0.0	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_178_50	193	4747	hypothetical protein	unknown function	4747	54	0.388	1.937e-08	p249750 VI_01435	4747	63.348927	4.437491005575469e-17	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_1	262	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_2	290	296	DNA transposition protein	integration and excision	296	160	0.348	8.221e-44	p199288 VI_08191	296	217.463974	7.591586334431668e-64	#fea328	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_3	133	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_4	226	6891	ATPase	other	6891	284	0.701	1.155e-88	p126525 VI_01034	6891	295.38797	1.2381090301489803e-87	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_5	79	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_6	302	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_7	102	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_8	171	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_9	70	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_10	47	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_11	148	14123	hypothetical protein	unknown function	14123	164	0.631	3.538e-48	p126870 VI_01011	14123	176.020004	1.1410559601242466e-51	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_12	217	846	hypothetical protein	unknown function	846	107	0.353	4.332e-27	p297983 VI_01031	846	113.375168	2.1556802900771155e-32	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_13	72	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_14	90	17154	hypothetical protein	unknown function	17154	111	0.743	7.685000000000001e-31	p278978 VI_01036	17154	156.036911	3.9560701061017455e-46	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_15	149	6911	hypothetical protein	unknown function	6911	168	0.584	1.725e-49	p352299 VI_01044	6911	176.968735	4.0620141379575044e-52	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_16	211	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_17	100	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_18	480	28631	hypothetical protein	unknown function	28631	471	0.527	3.704e-148	p303596 VI_01024	28631	398.454956	9.54667159016017e-119	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_19	463	113	portal protein	head and packaging	113	158	0.299	1.6299999999999997e-41	p68996 VI_00707	113	240.305328	9.742806273808633e-71	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_20	142	195	head-tail adaptor	connector	195	110	0.431	1.683e-29	p126863 VI_01011	195	93.131119	3.883583011552017e-26	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_21	523	38	terminase large subunit	head and packaging	38	70	0.189	2.742e-13	p428778 VI_10880	38	216.623489	1.5317159633616161e-63	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_22	149	4151	DNA binding protein	DNA, RNA and nucleotide metabolism	4151	109	0.408	1.264e-28	p284557 VI_05952	4151	163.838638	4.947349837908957e-48	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_23	340	2976	head maturation protease	head and packaging	2976	344	0.539	8.545999999999999e-107	p126860 VI_01011	2976	334.328491	3.1355863688418967e-99	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_24	408	11320	hypothetical protein	unknown function	11320	492	0.771	5.0329999999999995e-158	p126510 VI_01034	11320	490.223785	4.174031243915853e-147	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_25	155	822	amidase	lysis	822	167	0.558	1.55e-47	NC_017980_p11	822	171.392242	4.474226371623151e-50	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_26	129	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_27	160	23256	hypothetical protein	unknown function	23256	132	0.654	2.7839999999999998e-37	p297970 VI_01031	18116	126.133896	3.481712004074285e-36	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_28	116	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_29	192	6767	hypothetical protein	unknown function	6767	105	0.382	4.986e-27	p60034 VI_01039	6767	117.766342	8.136562144576055e-34	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_30	164	14983	hypothetical protein	unknown function	14983	231	0.716	3.2000000000000003e-71	p310383 VI_05493	14983	218.860977	6.759121733756105e-65	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_31	67	11996	hypothetical protein	unknown function	11996	59	0.736	2.806e-13	p317824 VI_01353	11996	74.853912	1.4987340534654856e-20	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_32	1455	9959	tail length tape measure protein	tail	9959	425	0.753	1.7230000000000003e-122	p39219 VI_01014	9959	704.993835	4.7680481103634925e-211	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP5_S30_contig_201_33	155	6305	tail protein	tail	6305	147	0.52	3.048e-42	p32947 VI_01017	6305	135.857849	3.632015581428756e-39	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
