ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
GP4_S29_contig_123_8	131	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_9	87	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_10	82	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_11	151	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_12	76	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_13	63	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_14	84	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_15	62	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_16	190	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_17	92	750	hypothetical protein	unknown function	750	57	0.314	2.786e-11	p171004 VI_05093	750	58.30933	1.3882344076468256e-15	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_18	79	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_19	144	3	transcriptional repressor	transcription regulation	3	45	0.408	5.964e-08	p29899 VI_00998	8	58.7724	1.2452783676043701e-15	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_20	58	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_21	66	38117	hypothetical protein	unknown function	38117	64	0.557	1.965e-13	p413451 VI_05574	353	79.220734	3.580328673221805e-22	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_22	136	497	toxin-antitoxin system HicB-like	moron, auxiliary metabolic gene and host takeover	497	100	0.443	4.7490000000000004e-26	p375004 VI_04199	497	120.338005	2.3067310715409314e-34	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_123_23	542	95	integrase	integration and excision	95	243	0.384	2.3510000000000002e-70	p77578 VI_00064	95	370.39328	3.771934649361201e-110	#fea328	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_1	59	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_2	3194	22978	hypothetical protein	unknown function	22978	601	0.618	1.744e-172	p15351 VI_01194	22978	513.661499	2.0517050230913437e-153	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_3	275	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_4	95	3	transcriptional repressor	transcription regulation	3	40	0.337	5.139e-06	p29899 VI_00998	8	49.398788	8.825028604775305e-13	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_5	355	4646	transposase	integration and excision	4646	218	0.462	1.1480000000000001e-64	p296638 VI_05559	4646	426.730347	1.3362078623331593e-127	#fea328	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_6	97	11420	DNA binding protein	DNA, RNA and nucleotide metabolism	11420	58	0.397	6.681e-12	MG711461_p38	11420	54.735039	1.6888401293915234e-14	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_7	85	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_8	132	44	single strand DNA binding protein	DNA, RNA and nucleotide metabolism	44	112	0.497	1.436e-30	p256451 VI_01358	44	160.258636	1.59725024489372e-46	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_9	225	30550	hypothetical protein	unknown function	30550	177	0.68	1.415e-51	p40365 VI_04047	30550	185.568329	1.9960534514234987e-54	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_10	49	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_11	159	757	DNA methyltransferase	other	757	72	0.337	3.436e-15	KX495186_p170	757	123.955841	1.0717234661445289e-35	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_12	102	1384	Mom-like DNA modification protein	other	1384	80	0.445	2.188e-18	MG198777_p76	1384	83.788773	2.5762974453333053e-23	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_13	178	3392	hypothetical protein	unknown function	3392	105	0.553	7.998000000000001e-28	KM612265_p37	3392	151.661179	8.212825946410856e-44	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_14	102	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_15	137	24368	hypothetical protein	unknown function	24368	43	0.247	1.662e-06	p176210 VI_01150	24368	58.854179	1.1681746930624856e-15	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_16	57	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_17	90	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_18	39	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_19	249	3584	replication initiation protein	DNA, RNA and nucleotide metabolism	3584	213	0.463	6.53e-63	p183551 VI_01253	3584	241.468292	2.0586559266360004e-71	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_20	159	190	Holliday junction resolvase	DNA, RNA and nucleotide metabolism	190	68	0.326	1.605e-14	p260756 VI_04800	190	112.60257	4.711600851596213e-32	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_21	164	3301	pyrophosphatase	other	3301	88	0.409	4.12e-22	p56841 VI_04609	3301	109.910011	2.454778284067779e-31	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_22	61	27610	hypothetical protein	unknown function	27610	65	0.539	2.178e-15	p222057 VI_01195	27610	57.024818	2.609075924593829e-15	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_23	91	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_24	176	606	terminase small subunit	head and packaging	606	59	0.294	3.647e-12	NC_011318_p1	606	71.512581	1.6480291153453687e-19	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_25	505	3717	terminase large subunit	head and packaging	3717	188	0.468	3.085e-54	KY303907_p80	3717	221.810715	2.2953628115071397e-65	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_26	732	156	portal protein	head and packaging	156	89	0.175	9.831e-19	NC_016767_p7	156	172.080475	3.618469243941809e-50	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_27	46	30605	hypothetical protein	unknown function	30605	50	0.619	2.178e-10	p428138 VI_01136	30605	40.263214	6.263497808079112e-10	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_28	321	35275	hypothetical protein	unknown function	35275	176	0.409	3.793e-49	p428139 VI_01136	35275	198.333786	3.7904192268813176e-58	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_29	143	24113	hypothetical protein	unknown function	24113	254	0.849	3.081e-79	p435917 VI_01137	24113	236.628296	1.1885713419378582e-70	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_30	337	371	major head protein	head and packaging	371	104	0.348	3.564e-25	p231840 VI_06592	371	111.200645	1.148570898092122e-31	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_31	121	12105	hypothetical protein	unknown function	12105	118	0.531	1.88e-32	p395195 VI_01310	12105	127.841454	5.318903601813651e-37	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_32	674	32072	tail protein	tail	32072	66	0.188	2.27e-11	KT345706_p54	25620	47.516159	3.0015471315638965e-12	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_33	548	37900	hypothetical protein	unknown function	37900	396	0.448	2.127e-121	MG711467_p68	37900	417.758209	1.535122011241047e-124	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_34	144	30516	hypothetical protein	unknown function	30516	63	0.351	4.083e-13	MG711467_p70	30516	66.857323	3.8120255935273205e-18	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_35	379	1423	Reverse transcriptase	DNA, RNA and nucleotide metabolism	1423	133	0.273	9.679e-34	p68421 VI_04962	1423	226.961975	9.497070523148329e-67	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_36	226	27545	hypothetical protein	unknown function	27545	89	0.463	2.584e-22	p273455 VI_04050	27545	128.80719	3.5795710444367103e-37	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_37	85	1863	hypothetical protein	unknown function	1863	70	0.451	9.069e-17	p376513 VI_01266	1863	49.475727	6.271532210545725e-13	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_38	101	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_39	151	872	hypothetical protein	unknown function	872	136	0.469	4.379e-38	p282075 VI_10973	872	158.205856	3.7811640501004905e-46	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_40	120	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_41	275	1794	amidase	lysis	1794	87	0.332	1.659e-19	KT381864_p32	1794	110.949142	1.6207433162486342e-31	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_42	337	1899	hypothetical protein	unknown function	1899	74	0.41	1.473e-14	p142361 VI_00752	1899	72.70932	3.977222892913266e-20	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_43	133	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_44	536	511	internal virion protein	head and packaging	511	158	0.273	9.184999999999999e-41	p395194 VI_01310	511	248.476456	3.1366940486808714e-73	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_150_45	538	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_1	105	556	minor head protein	head and packaging	556	64	0.449	2.979e-14	p315507 VI_04386	556	72.229744	1.1196161176424817e-19	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_2	112	3366	hypothetical protein	unknown function	3366	115	0.465	2.762e-31	p58442 VI_01170	3366	107.270195	1.4789568080726426e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_3	140	541	head-tail adaptor	connector	541	53	0.289	6.016e-10	p315505 VI_04386	541	68.860336	8.025700031251747e-19	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_4	335	422	major head protein	head and packaging	422	198	0.357	5.364e-57	p170830 VI_05974	422	198.789352	2.65611100855841e-58	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_5	184	194	head scaffolding protein	head and packaging	194	109	0.341	7.984e-28	p340754 VI_01304	194	152.866837	3.694940536986395e-44	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_6	87	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_7	86	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_8	562	581	minor head protein	head and packaging	581	174	0.337	5.4e-48	p230328 VI_04092	581	356.560913	6.534474563918946e-106	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_9	452	533	portal protein	head and packaging	533	207	0.312	1.496e-57	p4475 VI_04706	533	357.873901	1.4950283789274768e-106	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_10	441	2	terminase large subunit	head and packaging	2	91	0.253	3.5160000000000004e-20	NC_006953_p8	2	107.073364	2.2332319563230247e-30	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_11	116	4655	hypothetical protein	unknown function	4655	51	0.575	2.109e-09	MF347638_p17	2412	73.025452	5.13317954081841e-20	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_12	143	36	transcriptional regulator	transcription regulation	36	69	0.315	6.48e-15	p23176 VI_04007	36	85.612541	7.175545305189985e-24	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_13	154	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_14	80	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_15	463	62	DNA helicase	DNA, RNA and nucleotide metabolism	62	272	0.386	2.262e-80	NC_028990_p38	62	560.994873	1.2961933219254716e-167	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_16	106	93	endonuclease	DNA, RNA and nucleotide metabolism	93	72	0.479	1.57e-16	NC_028826_p5	93	87.846291	1.2754709915311302e-24	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_17	73	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_18	801	256	DNA helicase	DNA, RNA and nucleotide metabolism	256	1114	0.712	0.0	NC_028991_p19	256	1067.772583	0.0	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_19	657	10285	DNA polymerase	DNA, RNA and nucleotide metabolism	10285	197	0.368	7.91e-56	p32374 VI_00731	17	469.074005	8.191734514479149e-140	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_20	222	112	Gp2.5-like ssDNA binding protein and ssDNA annealing protein	DNA, RNA and nucleotide metabolism	112	88	0.326	3.659e-21	MF768469_p20	112	198.400925	3.3947969200871314e-58	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_21	391	69	exonuclease	DNA, RNA and nucleotide metabolism	69	252	0.412	1.086e-74	NC_019519_p21	69	440.847076	1.5004584661924243e-131	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_22	137	22695	hypothetical protein	unknown function	22695	92	0.344	9.006999999999999e-23	p391184 VI_01176	22695	89.6465	4.955611550431534e-25	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_23	46	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_24	169	351	RNA polymerase sigma factor	transcription regulation	351	63	0.245	2.695e-12	p152325 VI_00860	351	104.795891	9.998198465453048e-30	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
GP4_S29_contig_156_25	136	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
