ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
F5_S21_contig_140_1	148	15001	endolysin	lysis	15001	166	0.575	1.7649999999999998e-45	p275206 VI_01274	15001	192.256653	2.6785846286734846e-56	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_2	136	199	holin	lysis	199	125	0.495	5.781e-34	p36952 VI_00613	21233	98.76799	2.88573385751601e-28	#f35f49	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_3	814	3432	minor tail protein	tail	3432	845	0.551	7.527e-273	MG962367_p23	3432	1125.858032	0.0	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_4	194	12827	tail protein	tail	12827	263	0.737	1.957e-81	p182883 VI_06211	12827	270.212616	1.9622359305908006e-80	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_5	65	3473	hypothetical protein	unknown function	3473	101	0.768	1.888e-27	KY565347_p24	3473	87.737289	8.562341453830634e-25	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_6	841	3475	minor tail protein	tail	3475	1101	0.663	0.0	MG839023_p19	3475	1181.948853	0.0	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_7	258	202	distal tail protein Dit	tail	202	71	0.275	4.425e-13	NC_028990_p16	33	122.67981	4.838818940274563e-35	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_8	853	10613	tail length tape measure protein	tail	10613	151	0.633	3.168e-43	p365128 VI_01223	58	287.389526	7.412397590319314e-85	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_9	125	2115	tail protein	tail	2115	155	0.631	5.972e-45	p265478 VI_01229	2115	101.038834	1.1576427395644271e-28	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_10	201	88	major tail protein	tail	88	121	0.362	2.3260000000000002e-30	p59492 VI_05469	88	178.846909	2.9156662245808197e-52	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_11	118	78	tail terminator	connector	78	43	0.298	3.586e-06	NC_024356_p11	78	48.047573	2.9540249113290325e-12	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_12	144	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_13	107	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_14	105	40	head-tail adaptor Ad1	connector	40	70	0.384	1.112e-15	KY653124_p48	40	73.062904	4.092666043905154e-20	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_15	74	12102	hypothetical protein	unknown function	12102	97	0.667	7.915e-26	MF172979_p44	12102	98.523827	3.878087560490488e-28	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_16	400	10	major head protein	head and packaging	10	243	0.385	1.661e-70	p205037 VI_04338	10	427.80307	2.5363516044828766e-127	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_17	227	94	head maturation protease	head and packaging	94	248	0.597	3.432e-75	p350580 VI_04431	94	321.247498	5.046489050205726e-95	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_18	419	12	portal protein	head and packaging	12	395	0.541	2.2280000000000002e-122	p213127 VI_06558	12	521.11615	1.2149823497511039e-155	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_19	536	2699	terminase large subunit	head and packaging	2699	356	0.52	6.592999999999999e-110	p400353 VI_01755	9	630.770752	1.1069389204212322e-188	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_20	62	8677	hypothetical protein	unknown function	8677	79	0.653	6.035e-20	p423631 VI_04031	8677	88.448097	3.5866459938003643e-25	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_21	153	2520	gamma-glutamyl cyclotransferase	moron, auxiliary metabolic gene and host takeover	2520	119	0.516	2.393e-32	NC_019540_p16	2520	160.206329	7.550763342980275e-47	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_22	300	2443	amidoligase enzyme	other	2443	271	0.531	1.9099999999999999e-81	KU160654_p98	2443	324.086823	4.926632103379284e-96	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_23	76	3782	hypothetical protein	unknown function	3782	102	0.724	9.06e-28	p149270 VI_05209	3782	101.34507	3.126770208754208e-29	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_24	262	2443	amidoligase enzyme	other	2443	132	0.33	1.035e-33	KU160654_p98	2443	219.148453	2.635245188593802e-64	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_25	720	38038	hypothetical protein	unknown function	38038	428	0.5	1.655e-134	p296574 VI_12320	38038	435.70697	3.437355788485211e-130	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_26	414	498	DNA methyltransferase	other	498	473	0.63	9.109e-150	p48104 VI_12205	498	632.427551	1.6793263007243844e-189	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_27	392	1569	hypothetical protein	unknown function	1569	237	0.469	8.736e-71	p207769 VI_04062	1569	479.079498	1.8802333769449962e-143	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_28	184	83	terminase small subunit	head and packaging	83	85	0.364	5.3160000000000006e-20	p403642 VI_03420	83	130.308487	1.6100340603637766e-37	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_29	120	144	HNH endonuclease	DNA, RNA and nucleotide metabolism	144	98	0.461	3.377e-25	p226223 VI_00940	144	131.512009	4.912619822918515e-38	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_30	153	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_140_31	389	62	DNA helicase	DNA, RNA and nucleotide metabolism	62	234	0.394	4.0659999999999997e-67	NC_028990_p38	62	483.74762	2.5691056355390487e-144	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_1	112	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_2	86	14682	hypothetical protein	unknown function	14682	64	0.44	1.38e-13	NC_030920_p206	14682	66.998329	3.3091583174104655e-18	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_3	80	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_4	153	6911	hypothetical protein	unknown function	6911	143	0.508	2.828e-40	p352299 VI_01044	6911	157.816635	3.2448628075731576e-46	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_5	207	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_6	267	28631	hypothetical protein	unknown function	28631	269	0.605	2.439e-78	p303596 VI_01024	19194	257.651489	3.574788362246834e-76	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_7	436	113	portal protein	head and packaging	113	149	0.288	3.207e-38	p68996 VI_00707	113	209.435577	2.02854127240576e-61	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_8	142	195	head-tail adaptor	connector	195	130	0.489	6.649e-36	p126863 VI_01011	195	115.26049	7.359725348718202e-33	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_9	510	38	terminase large subunit	head and packaging	38	93	0.224	2.5520000000000002e-20	p428778 VI_10880	38	239.076111	2.4827752867655955e-70	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_10	148	4151	DNA binding protein	DNA, RNA and nucleotide metabolism	4151	126	0.455	4.760000000000001e-34	p284557 VI_05952	4151	177.203491	3.794345088586908e-52	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_11	344	2976	head maturation protease	head and packaging	2976	341	0.53	2.143e-105	p126860 VI_01011	2976	326.019928	1.0467128232812393e-96	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_12	44	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_13	320	11320	hypothetical protein	unknown function	11320	509	0.79	9.841e-164	p126510 VI_01034	11320	489.027039	9.654564352783813e-147	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_14	93	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_15	95	873	endolysin	head and packaging	873	100	0.551	6.8e-26	p239814 VI_06239	873	104.488846	1.0890483871220109e-29	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_16	161	23256	hypothetical protein	unknown function	23256	124	0.548	4.303e-34	p297970 VI_01031	23256	131.687897	2.927370503167493e-38	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_17	155	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_18	99	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_19	100	16333	hypothetical protein	unknown function	16333	43	0.312	1.464e-06	NC_021795_p57	16333	53.601551	4.5831930712591275e-14	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_20	54	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_21	1065	28	tail length tape measure protein	tail	28	94	0.237	3.5170000000000004e-20	p348226 VI_02582	28	163.418304	2.061066082281861e-47	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_22	727	30639	hypothetical protein	unknown function	30639	920	0.603	2.0739999999999998e-297	p126504 VI_01034	30639	1011.526367	0.0	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_23	1939	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_24	1411	1197	tail protein	tail	1197	92	0.414	1.901e-20	NC_022753_p4	17134	187.942001	4.609029185301367e-55	#07e9a2	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_25	176	5400	hypothetical protein	unknown function	5400	48	0.505	7.546e-09	p80665 VI_09756	188	32.69759	1.1911911789039498e-07	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_171_26	79	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_335_1	177	36	transcriptional regulator	transcription regulation	36	49	0.253	8.831e-08	p23176 VI_04007	36	60.960915	2.485963018195195e-16	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_335_2	177	190	Holliday junction resolvase	DNA, RNA and nucleotide metabolism	190	55	0.3	6.827e-10	p260756 VI_04800	190	90.841125	1.9600989955358822e-25	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_335_3	130	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_335_4	130	3136	hypothetical protein	unknown function	3136	65	0.326	7.19e-14	p122458 VI_09590	3136	72.533836	6.56183843730926e-20	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_335_5	86	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_335_6	248	2045	hypothetical protein	unknown function	2045	178	0.407	4.368e-49	p109458 VI_12344	2045	215.646149	1.9201955110963046e-63	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_335_7	127	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
F5_S21_contig_335_8	101	5781	hypothetical protein	unknown function	5781	68	0.458	1.273e-13	p9579 VI_02338	355	83.172356	3.852696795137022e-23	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
