ID	length	phrog	annot	category	mmseqs_phrog	mmseqs_alnScore	mmseqs_seqIdentity	mmseqs_eVal	mmseqs_top_hit	pyhmmer_phrog	pyhmmer_bitscore	pyhmmer_evalue	color	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_species	vfdb_short_name	vfdb_description	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism
M3_S27_contig_335_10	182	112	Gp2.5-like ssDNA binding protein and ssDNA annealing protein	DNA, RNA and nucleotide metabolism	112	93	0.343	1.552e-22	MF768469_p20	112	236.54631	7.857534693652325e-70	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_335_11	93	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_335_12	647	10285	DNA polymerase	DNA, RNA and nucleotide metabolism	10285	247	0.424	7.083999999999999e-73	p32374 VI_00731	17	493.379547	3.7914865553910035e-147	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_335_13	784	256	DNA helicase	DNA, RNA and nucleotide metabolism	256	1117	0.714	0.0	NC_028991_p19	256	1093.745605	0.0	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_335_14	95	93	endonuclease	DNA, RNA and nucleotide metabolism	93	77	0.452	3.365e-18	NC_028826_p5	93	96.614723	2.824505061673203e-27	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_335_15	449	62	DNA helicase	DNA, RNA and nucleotide metabolism	62	276	0.389	1.317e-81	NC_028990_p38	62	580.304504	1.945583205357547e-173	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_335_16	163	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_335_17	122	1936	MazF-like growth inhibitor	moron, auxiliary metabolic gene and host takeover	1936	99	0.464	7.892000000000001e-25	p71246 VI_01189	1936	116.249641	3.0007385869792607e-33	#ff59f5	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_335_18	57	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_1	171	26029	hypothetical protein	unknown function	26029	161	0.75	1.5799999999999998e-47	p266124 VI_06152	26029	149.926636	4.740318670940153e-44	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_2	141	909	major head protein	head and packaging	909	79	0.371	1.477e-18	p343233 VI_05098	909	91.704971	6.63889229186162e-26	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_3	204	194	head scaffolding protein	head and packaging	194	98	0.321	4.595e-24	p340754 VI_01304	194	170.6922	1.3972014012861266e-49	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_4	72	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_5	89	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_6	539	2841	minor head protein	head and packaging	2841	295	0.475	6.763e-87	p249935 VI_05300	115	435.286438	1.330177279085609e-129	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_7	81	585	hypothetical protein	unknown function	585	61	0.415	1.181e-12	p283246 VI_06666	585	53.489323	5.836273598187963e-14	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_8	59	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_9	476	64	portal protein	head and packaging	64	267	0.355	2.448e-77	MG765278_p17	64	420.411835	1.9092623759387646e-125	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_10	433	2	terminase large subunit	head and packaging	2	170	0.292	7.26e-46	NC_006953_p8	2	167.497192	1.2028897159779125e-48	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_11	236	1889	terminase small subunit	head and packaging	1889	114	0.5	3.608e-29	p363276 VI_05842	509	291.23587	1.1130305302130923e-86	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_12	40	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_13	64	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_14	253	16442	hypothetical protein	unknown function	16442	102	0.427	6.886000000000001e-25	p257007 VI_08168	16442	152.257858	3.101714439026049e-44	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_678_15	144	1558	hypothetical protein	unknown function	1558	123	0.478	3.4859999999999996e-33	p76204 VI_01143	1558	142.81337	1.9832887126238302e-41	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_1	226	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_2	134	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_3	277	130	anti-repressor Ant	transcription regulation	130	125	0.343	2.06e-32	p51442 VI_03026	130	290.581635	5.1002204617539836e-86	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_4	255	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_5	242	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_6	837	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_7	902	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_8	100	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_9	122	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_10	111	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_11	151	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_12	257	1649	metallo-phosphoesterase	other	1649	82	0.248	4.167e-18	MF358541_p179	1649	135.097275	3.9599583840511896e-39	#838383	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_13	260	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_14	324	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_15	300	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_16	371	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_17	114	25262	hypothetical protein	unknown function	25262	58	0.528	7.987e-12	p39263 VI_01014	25262	71.35807	1.104695524744633e-19	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_18	214	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_19	35	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_20	416	216	integrase	integration and excision	216	77	0.248	2.799e-16	p381219 VI_06799	1	174.151077	1.4513763918410498e-50	#fea328	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1006_21	189	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_1	103	3280	hypothetical protein	unknown function	3280	39	0.474	3.231e-06	p89952 VI_04942	3280	28.140575	3.2043522585632862e-06	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_2	755	1883	DNA helicase	DNA, RNA and nucleotide metabolism	1883	1198	0.778	0.0	p89953 VI_04942	1883	1150.037476	0.0	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_3	78	8600	hypothetical protein	unknown function	8600	46	0.392	2.297e-08	p120490 VI_00837	8600	64.993347	1.0941981164340669e-17	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_4	94	93	endonuclease	DNA, RNA and nucleotide metabolism	93	80	0.45	3.689e-19	NC_028826_p5	93	105.598358	5.3834357065523434e-30	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_5	457	62	DNA helicase	DNA, RNA and nucleotide metabolism	62	270	0.386	1.907e-79	NC_028990_p38	62	559.033142	5.061871187808709e-167	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_6	82	7024	hypothetical protein	unknown function	7024	94	0.648	1.374e-24	p58459 VI_01170	7024	104.366394	5.371461862697779e-30	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_7	139	36	transcriptional regulator	transcription regulation	36	84	0.354	8.407000000000001e-20	p23176 VI_04007	36	91.895241	8.596201661319099e-26	#a861e3	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_8	174	2323	HNH endonuclease	DNA, RNA and nucleotide metabolism	2323	109	0.61	3.0889999999999997e-29	p305521 VI_07356	144	119.907188	1.798799651449689e-34	#ffdf59	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_9	147	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_10	343	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_11	157	83	terminase small subunit	head and packaging	83	135	0.457	2.092e-37	p403642 VI_03420	83	185.784698	1.8525122654753555e-54	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_12	553	2699	terminase large subunit	head and packaging	2699	284	0.439	2.343e-85	p400353 VI_01755	9	611.546021	7.184815930490733e-183	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_13	447	12	portal protein	head and packaging	12	387	0.527	1.362e-119	p213127 VI_06558	12	524.519043	1.1339832196940157e-156	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_14	325	94	head maturation protease	head and packaging	94	239	0.691	4.0550000000000003e-72	p350580 VI_04431	94	308.351807	4.045283736669906e-91	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_15	391	10	major head protein	head and packaging	10	204	0.332	2.0910000000000002e-57	p205037 VI_04338	10	374.987	2.3867846893021477e-111	#3e83f6	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_16	127	No_PHROG	hypothetical protein	unknown function	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs	No_MMseqs_PHROG_hit	No_PHROGs_HMM	No_PHROGs_HMM	No_PHROGs_HMM	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_17	139	18608	hypothetical protein	unknown function	18608	46	0.62	9.173e-06	NC_030947_p53	18608	34.086834	3.58123858513125e-08	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_18	355	35892	hypothetical protein	unknown function	35892	75	0.317	5.017e-14	p192 VI_05807	35892	83.488411	1.4420197484920125e-23	#c9c9c9	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_19	92	40	head-tail adaptor Ad1	connector	40	66	0.386	1.624e-14	KY653124_p48	40	70.822502	1.9872362132037075e-19	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_20	114	25	head closure Hc1	connector	25	76	0.384	7.679e-18	p259995 VI_06031	25	65.998276	1.0707277721937843e-17	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_21	127	5	tail completion or Neck1 protein	connector	5	42	0.305	4.742e-06	p213190 VI_00256	5	82.907516	5.981295367856621e-23	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
M3_S27_contig_1133_22	90	78	tail terminator	connector	78	42	0.367	5.672e-06	NC_024356_p11	78	50.041306	7.127235013369206e-13	#35d7ff	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None
