Sample	Contig	Covered Fraction
aligned	UHGV-0202314	0
aligned	UHGV-0123049	0
aligned	UHGV-2180491	0
aligned	UHGV-0054999	0
aligned	UHGV-0049652	0
aligned	UHGV-0004637	0
aligned	UHGV-1503985	0
aligned	UHGV-1442898	0
aligned	UHGV-1394364	0
aligned	UHGV-2082755	0
aligned	UHGV-0058751	0
aligned	UHGV-0121783	0
aligned	UHGV-1412367	0
aligned	UHGV-1749961	0
aligned	UHGV-0075460	0
aligned	UHGV-0006592	0
aligned	UHGV-2078795	0
aligned	UHGV-1383000	0
aligned	UHGV-1615694	0
aligned	UHGV-1553294	0
aligned	UHGV-0380320	0
aligned	UHGV-1771959	0
aligned	UHGV-2098748	0.017342607
aligned	UHGV-1396038	0
aligned	UHGV-0041663	0
aligned	UHGV-1336821	0
aligned	UHGV-1860769	0
aligned	UHGV-0137218	0
aligned	UHGV-1343625	0
aligned	UHGV-0218427	0
aligned	UHGV-0218394	0
aligned	UHGV-1337257	0
aligned	UHGV-1505480	0
aligned	UHGV-0217668	0
aligned	UHGV-0217560	0
aligned	UHGV-0217498	0
aligned	UHGV-0150862	0
aligned	UHGV-0217179	0
aligned	UHGV-0217056	0
aligned	UHGV-1591692	0
aligned	UHGV-1704543	0
aligned	UHGV-0049764	0
aligned	UHGV-1704621	0
aligned	UHGV-1704430	0
aligned	UHGV-0058576	0
aligned	UHGV-1704516	0
aligned	UHGV-1755362	0
aligned	UHGV-1704009	0
aligned	UHGV-1830641	0
aligned	UHGV-0123220	0
aligned	UHGV-1537838	0
aligned	UHGV-1639164	0
aligned	UHGV-1977589	0
aligned	UHGV-1639026	0
aligned	UHGV-1639682	0
aligned	UHGV-1639390	0
aligned	UHGV-2118707	0
aligned	UHGV-1292397	0
aligned	UHGV-0158554	0.42666647
aligned	UHGV-0153015	0
aligned	UHGV-1761774	0
aligned	UHGV-1639560	0
aligned	UHGV-1398498	0
aligned	UHGV-1779730	0
aligned	UHGV-0283983	0
aligned	UHGV-0021147	0
aligned	UHGV-0081633	0
aligned	UHGV-1692975	0
aligned	UHGV-1436051	0
aligned	UHGV-0823547	0
aligned	UHGV-1504661	0
aligned	UHGV-0823546	0
aligned	UHGV-1504660	0
aligned	UHGV-1793636	0
aligned	UHGV-0317082	0
aligned	UHGV-1390128	0
aligned	UHGV-1390948	0
aligned	UHGV-1441576	0
aligned	UHGV-1511752	0
aligned	UHGV-1934954	0
aligned	UHGV-1966473	0
aligned	UHGV-1389790	0
aligned	UHGV-0143702	0
aligned	UHGV-1516045	0
aligned	UHGV-1391713	0
aligned	UHGV-0079931	0
aligned	UHGV-2201935	0
aligned	UHGV-1825550	0
aligned	UHGV-0386601	0.7791276
aligned	UHGV-0317083	0
aligned	UHGV-0046011	0
aligned	UHGV-0016567	0
aligned	UHGV-0128669	0
aligned	UHGV-1357190	0
aligned	UHGV-0016568	0
aligned	UHGV-0154751	0
aligned	UHGV-0154755	0
aligned	UHGV-1856542	0
aligned	UHGV-1732198	0
aligned	UHGV-1645792	0
aligned	UHGV-1626477	0
aligned	UHGV-1568688	0
aligned	UHGV-1568686	0
aligned	UHGV-1567151	0
aligned	UHGV-1481686	0
aligned	UHGV-1928546	0
aligned	UHGV-1539409	0
aligned	UHGV-1723366	0
aligned	UHGV-1723487	0
aligned	UHGV-1730589	0
aligned	UHGV-0425826	0
aligned	UHGV-0073586	0
aligned	UHGV-1768190	0
aligned	UHGV-0050852	0
aligned	UHGV-1751893	0
aligned	UHGV-1722810	0
aligned	UHGV-1722880	0
aligned	UHGV-0091925	0
aligned	UHGV-1723159	0
aligned	UHGV-1723292	0
aligned	UHGV-1371953	0
aligned	UHGV-1419656	0
aligned	UHGV-0058109	0
aligned	UHGV-0324221	0
aligned	UHGV-0118019	0
aligned	UHGV-1374751	0
aligned	UHGV-1723437	0
aligned	UHGV-1951392	0.19518638
aligned	UHGV-2132338	0.076716185
aligned	UHGV-1797718	0
aligned	UHGV-0213230	0
aligned	UHGV-1354746	0
aligned	UHGV-2037683	0
aligned	UHGV-0144892	0
aligned	UHGV-0062452	0
aligned	UHGV-0144893	0.06042148
aligned	UHGV-0051178	0
aligned	UHGV-0257846	0
aligned	UHGV-2134895	0
aligned	UHGV-1809392	0
aligned	UHGV-1415227	0
aligned	UHGV-0511135	0
aligned	UHGV-1415224	0
aligned	UHGV-0142480	0
aligned	UHGV-0144897	0
aligned	UHGV-1721062	0
aligned	UHGV-1792628	0
aligned	UHGV-1580633	0
aligned	UHGV-1580692	0
aligned	UHGV-2168438	0
aligned	UHGV-1580628	0
aligned	UHGV-1580599	0
aligned	UHGV-1831603	0
aligned	UHGV-1770652	0
aligned	UHGV-1599232	0
aligned	UHGV-0132046	0
aligned	UHGV-1358904	0
aligned	UHGV-1876027	0.34440804
aligned	UHGV-1766275	0
aligned	UHGV-2159792	0
aligned	UHGV-1377699	0
aligned	UHGV-2040850	0
aligned	UHGV-0191237	0.04643527
aligned	UHGV-2123952	0
aligned	UHGV-0230849	0
aligned	UHGV-2123953	0
aligned	UHGV-1697423	0
aligned	UHGV-1599995	0
aligned	UHGV-0077181	0
aligned	UHGV-1593652	0
aligned	UHGV-1841525	0
aligned	UHGV-0141151	0
aligned	UHGV-1545586	0
aligned	UHGV-1545757	0
aligned	UHGV-0189762	0
aligned	UHGV-1557841	0
aligned	UHGV-0111355	0
aligned	UHGV-0386902	0
aligned	UHGV-0090974	0
aligned	UHGV-1928306	0.33122885
aligned	UHGV-2147380	0
aligned	UHGV-1703226	0.09999084
aligned	UHGV-1649671	0
aligned	UHGV-1640484	0
aligned	UHGV-2030780	0
aligned	UHGV-1471039	0
aligned	UHGV-0107659	0.42091495
aligned	UHGV-1692292	0
aligned	UHGV-1443931	0
aligned	UHGV-1424418	0
aligned	UHGV-0321640	0
aligned	UHGV-0200418	0
aligned	UHGV-0200419	0
aligned	UHGV-1635497	0
aligned	UHGV-0210849	0
aligned	UHGV-0477606	0
aligned	UHGV-1733635	0
aligned	UHGV-0081984	0
aligned	UHGV-1384109	0.12370458
aligned	UHGV-0384927	0
aligned	UHGV-1578788	0
aligned	UHGV-0391116	0.016078431
aligned	UHGV-0391113	0
aligned	UHGV-1510117	0
aligned	UHGV-1498177	0
aligned	UHGV-0016458	0
aligned	UHGV-0016459	0
aligned	UHGV-0050074	0
aligned	UHGV-1556217	0
aligned	UHGV-0270043	0
aligned	UHGV-2007381	0
aligned	UHGV-0393137	0
aligned	UHGV-0040481	0
aligned	UHGV-1566136	0
aligned	UHGV-0305801	0
aligned	UHGV-0305765	0
aligned	UHGV-0097536	0
aligned	UHGV-2154470	0
aligned	UHGV-1479961	0
aligned	UHGV-1830495	0
aligned	UHGV-1359480	0
aligned	UHGV-0526985	0
aligned	UHGV-1830724	0
aligned	UHGV-0066470	0.012176768
aligned	UHGV-0305356	0
aligned	UHGV-0132898	0
aligned	UHGV-0161488	0
aligned	UHGV-0392567	0
aligned	UHGV-0392001	0
aligned	UHGV-1613399	0
aligned	UHGV-0161331	0
aligned	UHGV-0161446	0
aligned	UHGV-1487556	0
aligned	UHGV-1394110	0
aligned	UHGV-0199676	0.13693082
aligned	UHGV-0161817	0
aligned	UHGV-1476913	0
aligned	UHGV-1304528	0
aligned	UHGV-0110079	0
aligned	UHGV-0086922	0
aligned	UHGV-1651096	0
aligned	UHGV-0197194	0
aligned	UHGV-1407866	0
aligned	UHGV-1651093	0
aligned	UHGV-1470886	0
aligned	UHGV-0043280	0.1860561
aligned	UHGV-1558437	0
aligned	UHGV-0131839	0
aligned	UHGV-1678450	0
aligned	UHGV-0250957	0
aligned	UHGV-0136009	0
aligned	UHGV-0136006	0.05707779
aligned	UHGV-0083277	0
aligned	UHGV-0191946	0
aligned	UHGV-1587085	0
aligned	UHGV-0044320	0
aligned	UHGV-0185550	0
aligned	UHGV-1745766	0.033663444
aligned	UHGV-1415118	0
aligned	UHGV-1989244	0
aligned	UHGV-2011883	0
aligned	UHGV-0051308	0
aligned	UHGV-0059695	0
aligned	UHGV-1416652	0
aligned	UHGV-1429795	0.012152666
aligned	UHGV-1965171	0
aligned	UHGV-2001446	0
aligned	UHGV-2003233	0.35146776
aligned	UHGV-1839248	0.12128988
aligned	UHGV-1746623	0
aligned	UHGV-0101984	0.16358468
aligned	UHGV-1764267	0
aligned	UHGV-0441707	0
aligned	UHGV-0363201	0
aligned	UHGV-0318689	0
aligned	UHGV-2046743	0
aligned	UHGV-0279174	0
aligned	UHGV-0258336	0
aligned	UHGV-0362136	0
aligned	UHGV-1376357	0
aligned	UHGV-0331553	0
aligned	UHGV-0172346	0
aligned	UHGV-0374815	0
aligned	UHGV-0375016	0
aligned	UHGV-1354631	0
aligned	UHGV-0210787	0
aligned	UHGV-1615032	0
aligned	UHGV-0174803	0
aligned	UHGV-1523719	0
aligned	UHGV-0174807	0
aligned	UHGV-2111284	0
aligned	UHGV-0174806	0
aligned	UHGV-0241541	0
aligned	UHGV-0208403	0
aligned	UHGV-0208388	0
aligned	UHGV-0174805	0
aligned	UHGV-0208297	0
aligned	UHGV-0208279	0
aligned	UHGV-0208307	0
aligned	UHGV-0208298	0
aligned	UHGV-0208342	0
aligned	UHGV-0208308	0
aligned	UHGV-0208387	0
aligned	UHGV-0208386	0
aligned	UHGV-1992947	0
aligned	UHGV-1997838	0
aligned	UHGV-1988228	0
aligned	UHGV-1990200	0
aligned	UHGV-0198700	0
aligned	UHGV-2002747	0
aligned	UHGV-2000753	0
aligned	UHGV-2001302	0
aligned	UHGV-0120456	0
aligned	UHGV-0120451	0
aligned	UHGV-0012639	0
aligned	UHGV-2004389	0
aligned	UHGV-1411054	0
aligned	UHGV-1650989	0
aligned	UHGV-0211458	0
aligned	UHGV-1706789	0
aligned	UHGV-0066729	0
aligned	UHGV-0206858	0.0681876
aligned	UHGV-1841677	0
aligned	UHGV-1334475	0
aligned	UHGV-0328599	0
aligned	UHGV-1944728	0
aligned	UHGV-1763437	0
aligned	UHGV-0141968	0
aligned	UHGV-1338270	0.025055254
aligned	UHGV-1486098	0
aligned	UHGV-1445331	0
aligned	UHGV-1443235	0
aligned	UHGV-1489482	0
aligned	UHGV-1475653	0
aligned	UHGV-1952087	0
aligned	UHGV-1382637	0
aligned	UHGV-1737483	0
aligned	UHGV-2132448	0
aligned	UHGV-1539445	0.035935316
aligned	UHGV-0096324	0
aligned	UHGV-1870975	0
aligned	UHGV-0386638	0
aligned	UHGV-0058500	0
aligned	UHGV-1550348	0
aligned	UHGV-0108681	0
aligned	UHGV-1706995	0
aligned	UHGV-1727213	0
aligned	UHGV-0153141	0
aligned	UHGV-1992738	0
aligned	UHGV-1737682	0
aligned	UHGV-1522743	0
aligned	UHGV-1772611	0
aligned	UHGV-0373882	0
aligned	UHGV-1713231	0
aligned	UHGV-0271930	0
aligned	UHGV-1762664	0
aligned	UHGV-1548862	0
aligned	UHGV-1374416	0
aligned	UHGV-0263155	0
aligned	UHGV-0210304	0
aligned	UHGV-1420880	0
aligned	UHGV-0107733	0.011570574
aligned	UHGV-0004167	0
aligned	UHGV-0026277	0
aligned	UHGV-2142204	0
aligned	UHGV-0004165	0
aligned	UHGV-0265741	0
aligned	UHGV-0238988	0
aligned	UHGV-0239249	0.01811775
aligned	UHGV-1355099	0
aligned	UHGV-1355098	0
aligned	UHGV-1837461	0
aligned	UHGV-2139946	0
aligned	UHGV-0201603	0
aligned	UHGV-0238335	0
aligned	UHGV-0238483	0
aligned	UHGV-0238820	0
aligned	UHGV-0238878	0
aligned	UHGV-0238884	0
aligned	UHGV-0238888	0
aligned	UHGV-0238898	0
aligned	UHGV-0238956	0
aligned	UHGV-1439954	0
aligned	UHGV-1475424	0
aligned	UHGV-1491018	0
aligned	UHGV-1506557	0
aligned	UHGV-1475421	0
aligned	UHGV-0021407	0
aligned	UHGV-0150153	0.36568993
aligned	UHGV-1392379	0
aligned	UHGV-0138849	0
aligned	UHGV-0390906	0
aligned	UHGV-1681779	0
aligned	UHGV-1699318	0
aligned	UHGV-0029025	0
aligned	UHGV-0029023	0
aligned	UHGV-0029020	0
aligned	UHGV-0145660	0
aligned	UHGV-0145661	0
aligned	UHGV-0145662	0
aligned	UHGV-0480631	0
aligned	UHGV-1539092	0
aligned	UHGV-1513679	0
aligned	UHGV-1681771	0
aligned	UHGV-0382698	0
aligned	UHGV-0143005	0
aligned	UHGV-1915269	0
aligned	UHGV-0046093	0
aligned	UHGV-1267195	0
aligned	UHGV-2007678	0.1903239
aligned	UHGV-1723729	0
aligned	UHGV-1541104	0
aligned	UHGV-0143006	0
aligned	UHGV-0219377	0.027174722
aligned	UHGV-1719389	0
aligned	UHGV-0389691	0
aligned	UHGV-0389690	0
aligned	UHGV-0389711	0
aligned	UHGV-0389699	0
aligned	UHGV-0389714	0
aligned	UHGV-0389713	0
aligned	UHGV-0389729	0
aligned	UHGV-0389716	0
aligned	UHGV-0389739	0
aligned	UHGV-0389734	0
aligned	UHGV-1424747	0
aligned	UHGV-0520057	0
aligned	UHGV-1560097	0
aligned	UHGV-0214536	0
aligned	UHGV-0168311	0
aligned	UHGV-0201831	0
aligned	UHGV-2049364	0
aligned	UHGV-0170820	0
aligned	UHGV-0170825	0
aligned	UHGV-1355484	0
aligned	UHGV-1355485	0
aligned	UHGV-0096373	0
aligned	UHGV-1591974	0
aligned	UHGV-0155963	0
aligned	UHGV-0202058	0.014955078
aligned	UHGV-1441075	0.024107702
aligned	UHGV-0012374	0
aligned	UHGV-2012867	0
aligned	UHGV-2125224	0
aligned	UHGV-1995626	0
aligned	UHGV-2204457	0
aligned	UHGV-2024713	0
aligned	UHGV-1990371	0
aligned	UHGV-1988747	0
aligned	UHGV-2133807	0.19327249
aligned	UHGV-0196452	0
aligned	UHGV-0122214	0
aligned	UHGV-1855352	0
aligned	UHGV-0640083	0
aligned	UHGV-0834989	0
aligned	UHGV-0213203	0
aligned	UHGV-0560479	0
aligned	UHGV-1885677	0
aligned	UHGV-0180182	0
aligned	UHGV-0190058	0
aligned	UHGV-1457460	0
aligned	UHGV-0180188	0
aligned	UHGV-0095447	0
aligned	UHGV-0048007	0.17611627
aligned	UHGV-1813220	0
aligned	UHGV-1548327	0
aligned	UHGV-2141894	0
aligned	UHGV-2183150	0
aligned	UHGV-2161958	0
aligned	UHGV-0107565	0
aligned	UHGV-1518185	0
aligned	UHGV-2146795	0
aligned	UHGV-2126688	0
aligned	UHGV-0014137	0
aligned	UHGV-2182389	0
aligned	UHGV-2087750	0.01904438
aligned	UHGV-2087752	0.09066801
aligned	UHGV-1569088	0
aligned	UHGV-0226831	0
aligned	UHGV-1943762	0.6704273
aligned	UHGV-1347383	0
aligned	UHGV-1733519	0
aligned	UHGV-1733516	0
aligned	UHGV-1637444	0
aligned	UHGV-1671130	0
aligned	UHGV-1319363	0
aligned	UHGV-0095044	0
aligned	UHGV-2050398	0
aligned	UHGV-1531143	0
aligned	UHGV-0047966	0
aligned	UHGV-0174343	0
aligned	UHGV-0026684	0
aligned	UHGV-1437032	0
aligned	UHGV-0081876	0
aligned	UHGV-2168592	0
aligned	UHGV-0081877	0
aligned	UHGV-0209204	0
aligned	UHGV-0102121	0
aligned	UHGV-0018927	0
aligned	UHGV-0289951	0
aligned	UHGV-0162596	0
aligned	UHGV-1476864	0
aligned	UHGV-1989324	0
aligned	UHGV-1905345	0
aligned	UHGV-0015736	0
aligned	UHGV-1521743	0
aligned	UHGV-1398659	0
aligned	UHGV-0185397	0.4759326
aligned	UHGV-1390409	0.019455638
aligned	UHGV-2117777	0
aligned	UHGV-2091018	0
aligned	UHGV-0109369	0
aligned	UHGV-0109366	0.010456962
aligned	UHGV-0024492	0
aligned	UHGV-1340499	0.07452745
aligned	UHGV-0260560	0
aligned	UHGV-2137294	0.17966819
aligned	UHGV-1615026	0
aligned	UHGV-1398478	0
aligned	UHGV-0155872	0
aligned	UHGV-1580186	0
aligned	UHGV-0155879	0
aligned	UHGV-1387900	0.107535094
aligned	UHGV-1623168	0
aligned	UHGV-2178984	0.014107514
aligned	UHGV-2178982	0
aligned	UHGV-0308798	0
aligned	UHGV-1430020	0
aligned	UHGV-0190161	0
aligned	UHGV-1654282	0
aligned	UHGV-1383069	0
aligned	UHGV-1584351	0
aligned	UHGV-2132626	0.049725737
aligned	UHGV-0149009	0.027558785
aligned	UHGV-0192393	0
aligned	UHGV-0149048	0
aligned	UHGV-0355311	0
aligned	UHGV-2035994	0
aligned	UHGV-0149137	0
aligned	UHGV-1422371	0
aligned	UHGV-0149172	0
aligned	UHGV-1317621	0
aligned	UHGV-0172858	0
aligned	UHGV-2104255	0
aligned	UHGV-1440165	0
aligned	UHGV-0102384	0
aligned	UHGV-1984986	0
aligned	UHGV-1870179	0
aligned	UHGV-1531804	0
aligned	UHGV-1399371	0
aligned	UHGV-0201667	0
aligned	UHGV-0224610	0
aligned	UHGV-1338643	0
aligned	UHGV-0106568	0
aligned	UHGV-1440163	0
aligned	UHGV-1440164	0
aligned	UHGV-1445510	0
aligned	UHGV-0889122	0
aligned	UHGV-0147240	0
aligned	UHGV-0205902	0
aligned	UHGV-1317866	0
aligned	UHGV-1950688	0
aligned	UHGV-0450572	0
aligned	UHGV-0467343	0
aligned	UHGV-1578854	0
aligned	UHGV-1578856	0
aligned	UHGV-1647597	0
aligned	UHGV-1647593	0
aligned	UHGV-0002604	0
aligned	UHGV-0238905	0
aligned	UHGV-0111478	0
aligned	UHGV-0115970	0
aligned	UHGV-1721063	0
aligned	UHGV-0117498	0
aligned	UHGV-1433156	0.071930915
aligned	UHGV-1433118	0
aligned	UHGV-1433053	0
aligned	UHGV-1433001	0
aligned	UHGV-1415651	0
aligned	UHGV-0008383	0
aligned	UHGV-0033028	0
aligned	UHGV-0006673	0
aligned	UHGV-1432855	0
aligned	UHGV-1458495	0
aligned	UHGV-0151124	0
aligned	UHGV-0032705	0
aligned	UHGV-0105770	0
aligned	UHGV-0390540	0
aligned	UHGV-0155058	0
aligned	UHGV-0214503	0.44487408
aligned	UHGV-1834974	0
aligned	UHGV-1456296	0
aligned	UHGV-0102809	0
aligned	UHGV-0126939	0
aligned	UHGV-0126937	0
aligned	UHGV-0237421	0.043983694
aligned	UHGV-0132706	0
aligned	UHGV-1545617	0
aligned	UHGV-0000961	0
aligned	UHGV-1652007	0
aligned	UHGV-1813344	0
aligned	UHGV-0245905	0
aligned	UHGV-1830752	0
aligned	UHGV-1546136	0
aligned	UHGV-0176030	0
aligned	UHGV-1682987	0
aligned	UHGV-1795604	0
aligned	UHGV-2121389	0
aligned	UHGV-0118453	0
aligned	UHGV-0011505	0
aligned	UHGV-0108804	0
aligned	UHGV-1715729	0
aligned	UHGV-1292709	0
aligned	UHGV-0100894	0
aligned	UHGV-0095289	0
aligned	UHGV-0095283	0
aligned	UHGV-0095287	0
aligned	UHGV-1508489	0
aligned	UHGV-0442664	0
aligned	UHGV-0009046	0
aligned	UHGV-2067137	0.6692634
aligned	UHGV-1344590	0
aligned	UHGV-0150135	0
aligned	UHGV-1485894	0
aligned	UHGV-1544153	0
aligned	UHGV-0085001	0
aligned	UHGV-0099189	0
aligned	UHGV-0099188	0.026731145
aligned	UHGV-0150405	0
aligned	UHGV-0005410	0.03722689
aligned	UHGV-1400142	0
aligned	UHGV-1357213	0
aligned	UHGV-1438114	0
aligned	UHGV-1682386	0
aligned	UHGV-0884393	0
aligned	UHGV-1824957	0
aligned	UHGV-0016487	0
aligned	UHGV-0197724	0
aligned	UHGV-0154458	0
aligned	UHGV-0016486	0
aligned	UHGV-0348308	0
aligned	UHGV-1357216	0
aligned	UHGV-0016483	0
aligned	UHGV-0016488	0
aligned	UHGV-2042876	0
aligned	UHGV-1875896	0
aligned	UHGV-1772530	0
aligned	UHGV-0299971	0
aligned	UHGV-1576378	0
aligned	UHGV-0063119	0
aligned	UHGV-1875894	0
aligned	UHGV-0192809	0
aligned	UHGV-1913721	0.096211605
aligned	UHGV-1797981	0
