F8_S24_contig_3918|provirus_1_76820	F8_S24_contig_3918|provirus_1_76820,F4_S20_contig_6291,F6_S22_contig_905,M3_S27_contig_12320,F5_S21_contig_2539,UHGV-0209073,F3_S19_contig_753,M2_S26_contig_5124,GP3_S28_contig_246,GP5_S30_contig_831,M1_S25_contig_9669,GP4_S29_contig_2542,GP4_S29_contig_605,F7_S23_contig_2208,F7_S23_contig_1175
UHGV-1376472	UHGV-1376472,F6_S22_contig_10060,F4_S20_contig_531,F5_S21_contig_12422,F7_S23_contig_2409,F3_S19_contig_9915,M1_S25_contig_14154|provirus_55149_116278,M2_S26_contig_15230|provirus_108960_170089,M3_S27_contig_6848|provirus_106161_167290,GP4_S29_contig_2159,GP3_S28_contig_468,GP5_S30_contig_632,F8_S24_contig_3917,F8_S24_contig_1329,GP5_S30_contig_1237
UHGV-0340997	UHGV-0340997,F7_S23_contig_428,F3_S19_contig_7671,F4_S20_contig_6905,F5_S21_contig_7294,GP3_S28_contig_3380,GP4_S29_contig_4217,GP5_S30_contig_4569,M1_S25_contig_43338,F8_S24_contig_4218,M2_S26_contig_22938,F6_S22_contig_5006,M3_S27_contig_22160,F6_S22_contig_8788
UHGV-1424474	UHGV-1424474,UHGV-0469579,F3_S19_contig_3387|provirus_2_39110,F5_S21_contig_12180|provirus_2_39110,F6_S22_contig_4098|provirus_23287_62395,F7_S23_contig_13164|provirus_2_39110,F8_S24_contig_11464|provirus_2_39110,F4_S20_contig_3847|provirus_2_20423,M1_S25_contig_6383,GP3_S28_contig_2208,M3_S27_contig_38024,M2_S26_contig_36332,GP5_S30_contig_1800,GP4_S29_contig_4115
F8_S24_contig_7266	F8_S24_contig_7266,GP4_S29_contig_1908,F3_S19_contig_8917,F4_S20_contig_779,F5_S21_contig_9712,F6_S22_contig_3535,F7_S23_contig_12676,GP5_S30_contig_4795,GP3_S28_contig_5261,M2_S26_contig_37298,M3_S27_contig_37176,M1_S25_contig_25815,M3_S27_contig_23874,M1_S25_contig_37410
M2_S26_contig_379|provirus_743_71857	M2_S26_contig_379|provirus_743_71857,UHGV-0456599,F3_S19_contig_14150,F4_S20_contig_14472,F5_S21_contig_14557,F6_S22_contig_14143,F7_S23_contig_15623,F8_S24_contig_14301,GP3_S28_contig_5331,GP4_S29_contig_2186,M1_S25_contig_17233|provirus_36673_100242,M3_S27_contig_24135|provirus_3_63572,GP5_S30_contig_4255,GP5_S30_contig_4068
UHGV-1366909	UHGV-1366909,GP4_S29_contig_2637,F3_S19_contig_10874,F4_S20_contig_6028,F5_S21_contig_7381,F6_S22_contig_3030,F7_S23_contig_12632,F8_S24_contig_6938,GP3_S28_contig_1916,GP5_S30_contig_450,M1_S25_contig_24909,M2_S26_contig_23027,M1_S25_contig_4677,M1_S25_contig_7091
M2_S26_contig_21889	M2_S26_contig_21889,M1_S25_contig_19765,UHGV-1515388,F6_S22_contig_7461,F5_S21_contig_3045,F4_S20_contig_13243,F8_S24_contig_15021,F7_S23_contig_192,F3_S19_contig_2575,GP5_S30_contig_3727,GP4_S29_contig_2774,GP3_S28_contig_417,M3_S27_contig_11031,M3_S27_contig_19459
UHGV-0790011	UHGV-0790011,M1_S25_contig_14021,F4_S20_contig_11279,M3_S27_contig_15703,F7_S23_contig_5778,F5_S21_contig_14447,F6_S22_contig_5061,F8_S24_contig_1365,GP3_S28_contig_2289,GP4_S29_contig_150,GP5_S30_contig_3521,F3_S19_contig_10526,M2_S26_contig_38745,M2_S26_contig_3006
F3_S19_contig_938	F3_S19_contig_938,F4_S20_contig_8681,F5_S21_contig_3360,F6_S22_contig_7925,F7_S23_contig_8135,F8_S24_contig_14737,GP4_S29_contig_3649,GP3_S28_contig_392,GP5_S30_contig_1217,UHGV-0082428,M1_S25_contig_11417,M3_S27_contig_21590,M2_S26_contig_34305,UHGV-1872347
M1_S25_contig_12369	M1_S25_contig_12369,M3_S27_contig_34759,UHGV-0392118,M2_S26_contig_29455,F3_S19_contig_3635,F5_S21_contig_14401,F4_S20_contig_11938,F7_S23_contig_7748,F6_S22_contig_2651,F8_S24_contig_8748,GP3_S28_contig_812,GP5_S30_contig_1942,GP4_S29_contig_4105
F3_S19_contig_13715	F3_S19_contig_13715,F4_S20_contig_563,F5_S21_contig_2986,F6_S22_contig_385,F7_S23_contig_120,F8_S24_contig_1096,GP3_S28_contig_191,GP4_S29_contig_987,GP5_S30_contig_2722,UHGV-0205280,M1_S25_contig_16607|provirus_88045_129860,M2_S26_contig_31652|provirus_214010_255825,M3_S27_contig_13410|provirus_323139_364954
F4_S20_contig_1288	F4_S20_contig_1288,F7_S23_contig_7715,F3_S19_contig_2916,F5_S21_contig_3890,F6_S22_contig_8013,UHGV-0388612,M1_S25_contig_18755,M2_S26_contig_15227,M3_S27_contig_37280,F8_S24_contig_6575|provirus_124888_141135,GP5_S30_contig_2700,GP4_S29_contig_3095,GP3_S28_contig_1034
UHGV-1345325	UHGV-1345325,F3_S19_contig_8874,F4_S20_contig_1639,F5_S21_contig_534,F6_S22_contig_12440,F7_S23_contig_3491,F8_S24_contig_7103,GP3_S28_contig_1358,GP4_S29_contig_471,GP5_S30_contig_4347,M1_S25_contig_26348|provirus_367093_401731,M2_S26_contig_27598|provirus_367093_401731,M3_S27_contig_40132|provirus_367092_401730
F3_S19_contig_10047	F3_S19_contig_10047,F4_S20_contig_2360,F5_S21_contig_1902,F6_S22_contig_14264,F7_S23_contig_4782,F8_S24_contig_8337,GP3_S28_contig_3157,GP4_S29_contig_2290,GP5_S30_contig_1141,M1_S25_contig_28756|provirus_138_38980,M2_S26_contig_22794|provirus_138_38980,M3_S27_contig_1000|provirus_138_38980,UHGV-1421364
F3_S19_contig_14295	F3_S19_contig_14295,F5_S21_contig_563,F4_S20_contig_14413,F6_S22_contig_5416,F7_S23_contig_13404,F8_S24_contig_2732,GP5_S30_contig_1597,GP3_S28_contig_2729,M2_S26_contig_25603|provirus_145441_178903,M3_S27_contig_23864|provirus_145441_178903,GP4_S29_contig_3138,M1_S25_contig_9189|provirus_28202_49458,M1_S25_contig_29778|provirus_145441_157772
F3_S19_contig_2046	F3_S19_contig_2046,UHGV-0271528,GP4_S29_contig_1732,M3_S27_contig_41072,GP3_S28_contig_5314,F6_S22_contig_1712,GP5_S30_contig_5395,M2_S26_contig_32502,M1_S25_contig_731,F5_S21_contig_6024,F7_S23_contig_3089,F8_S24_contig_4405,F4_S20_contig_11658
F6_S22_contig_6039	F6_S22_contig_6039,GP4_S29_contig_747,F4_S20_contig_5422|provirus_32767_105442,M1_S25_contig_45444,F8_S24_contig_4467,M2_S26_contig_42349,M3_S27_contig_12642,F7_S23_contig_2559,F3_S19_contig_200,F5_S21_contig_4892,GP5_S30_contig_4967,UHGV-0212343,GP3_S28_contig_3386
UHGV-0200025	UHGV-0200025,GP4_S29_contig_1966,F8_S24_contig_5230,F6_S22_contig_9326,GP5_S30_contig_5151,F7_S23_contig_4374,M1_S25_contig_173,F5_S21_contig_10638,F3_S19_contig_1550,F4_S20_contig_2791,M2_S26_contig_14637,M3_S27_contig_1681,GP3_S28_contig_1307
UHGV-1500702	UHGV-1500702,M1_S25_contig_20527|provirus_3613_42685,M2_S26_contig_19492|provirus_3613_42685,M3_S27_contig_7768|provirus_3613_42685,F5_S21_contig_12719,F3_S19_contig_14568,F4_S20_contig_14394,F6_S22_contig_14191,F7_S23_contig_15662,F8_S24_contig_586,GP3_S28_contig_5332,GP4_S29_contig_3021,GP5_S30_contig_3111
F3_S19_contig_7771	F3_S19_contig_7771,F4_S20_contig_1643,F6_S22_contig_655,F5_S21_contig_14031,F7_S23_contig_1884,F8_S24_contig_12660,GP5_S30_contig_1741,GP4_S29_contig_2531,M3_S27_contig_37972|provirus_3_20033,GP3_S28_contig_113,UHGV-0131492,M1_S25_contig_24734
UHGV-1520191	UHGV-1520191,UHGV-1368408,UHGV-2235393,F3_S19_contig_237|provirus_36829_60606,F4_S20_contig_9276|provirus_36830_60607,F5_S21_contig_4427|provirus_36830_60607,F6_S22_contig_13523|provirus_98_23875,F7_S23_contig_2465|provirus_36830_60607,F8_S24_contig_10300|provirus_98_23875,M3_S27_contig_4703|provirus_36829_60606,M2_S26_contig_33121,M1_S25_contig_19914
F3_S19_contig_4256	F3_S19_contig_4256,F4_S20_contig_2865,F5_S21_contig_3983,F6_S22_contig_825,F7_S23_contig_2992,F8_S24_contig_10371,GP3_S28_contig_5079,GP5_S30_contig_5074,GP4_S29_contig_156,M3_S27_contig_11478,M1_S25_contig_8842,GP4_S29_contig_2686
UHGV-2081861	UHGV-2081861,UHGV-1979242,UHGV-0187463,F6_S22_contig_5920,F4_S20_contig_4664,F3_S19_contig_8116,M3_S27_contig_35421,F7_S23_contig_14566,F5_S21_contig_1986,F8_S24_contig_12573,M1_S25_contig_23809,M2_S26_contig_31
M1_S25_contig_5104|provirus_57339_105492	M1_S25_contig_5104|provirus_57339_105492,M3_S27_contig_25873|provirus_57339_105492,F6_S22_contig_424,GP3_S28_contig_1422,GP5_S30_contig_2434,M2_S26_contig_16765,F3_S19_contig_4616,F4_S20_contig_4272,F5_S21_contig_1043,F7_S23_contig_10969,F8_S24_contig_4595,GP4_S29_contig_1412
UHGV-0116716	UHGV-0116716,UHGV-2133807,UHGV-0388937,UHGV-1982448,F5_S21_contig_9453,F7_S23_contig_5405|provirus_90972_117300,F3_S19_contig_14497|provirus_90972_117267,F4_S20_contig_1118|provirus_90972_117267,F6_S22_contig_12332|provirus_90972_117267,F8_S24_contig_7382|provirus_90972_117267,UHGV-2173165,GP3_S28_contig_890
F3_S19_contig_8563	F3_S19_contig_8563,F5_S21_contig_2282,F6_S22_contig_1659,F7_S23_contig_4551,F8_S24_contig_5179,M1_S25_contig_43047,M2_S26_contig_32691,M3_S27_contig_37981,GP3_S28_contig_792,GP4_S29_contig_607,GP5_S30_contig_1774,F4_S20_contig_368
UHGV-0100509	UHGV-0100509,UHGV-2153907,UHGV-2126883,M1_S25_contig_10074,M2_S26_contig_6146|provirus_14089_29726,F3_S19_contig_6529|provirus_293_15459,F4_S20_contig_2258|provirus_293_15459,F5_S21_contig_14319|provirus_293_15459,F6_S22_contig_11457|provirus_293_15459,F7_S23_contig_14844|provirus_56145_71311,F8_S24_contig_8507|provirus_293_15459,M3_S27_contig_28776|provirus_293_15459
F3_S19_contig_5541	F3_S19_contig_5541,F4_S20_contig_2522,F5_S21_contig_3865,F6_S22_contig_583,F7_S23_contig_14788,F8_S24_contig_3913,GP3_S28_contig_2961,GP4_S29_contig_1533,GP5_S30_contig_209,M1_S25_contig_6899|provirus_26456_53522,M2_S26_contig_4399|provirus_26456_53522,M3_S27_contig_172|provirus_26456_53522
UHGV-1510881	UHGV-1510881,GP4_S29_contig_830,F7_S23_contig_1069|provirus_23829_45034,GP3_S28_contig_2454,GP5_S30_contig_4391,F8_S24_contig_7857,F5_S21_contig_2948|provirus_23829_40121,F3_S19_contig_7190|provirus_23829_39806,F4_S20_contig_87|provirus_23828_39805,F6_S22_contig_7035|provirus_23829_39806,M3_S27_contig_18596|provirus_2284_18261,M1_S25_contig_14002
F3_S19_contig_14370	F3_S19_contig_14370,F4_S20_contig_14369,F5_S21_contig_14549,F7_S23_contig_15699,F8_S24_contig_14729,F6_S22_contig_13846,GP3_S28_contig_665,GP4_S29_contig_2984,GP5_S30_contig_1082,GP5_S30_contig_3195,GP3_S28_contig_2347,UHGV-0352503
M2_S26_contig_38028|provirus_22850_63980	M2_S26_contig_38028|provirus_22850_63980,M1_S25_contig_21807|provirus_129340_169916,M3_S27_contig_4775|provirus_130719_171295,F3_S19_contig_3384,F4_S20_contig_1777,F5_S21_contig_5249,F6_S22_contig_937,F7_S23_contig_15502,F8_S24_contig_2527,GP3_S28_contig_2158,GP4_S29_contig_628,GP5_S30_contig_4732
UHGV-1390179	UHGV-1390179,UHGV-2051201,F3_S19_contig_4091|provirus_17236_70027,F4_S20_contig_3003|provirus_17236_70027,F5_S21_contig_3306|provirus_17236_70027,F6_S22_contig_4240|provirus_17236_70027,F7_S23_contig_2440|provirus_17236_70027,F8_S24_contig_1789|provirus_17236_70027,GP4_S29_contig_448|provirus_221_53012,GP5_S30_contig_1883|provirus_221_53012,GP3_S28_contig_5022|provirus_1_38457,GP3_S28_contig_5176
M2_S26_contig_20475|provirus_107198_152019	M2_S26_contig_20475|provirus_107198_152019,M1_S25_contig_12219|provirus_153479_197749,M3_S27_contig_38038|provirus_107201_151471,F3_S19_contig_9942,F4_S20_contig_14401,F5_S21_contig_10071,F7_S23_contig_15772,F8_S24_contig_14747,GP3_S28_contig_5333,GP4_S29_contig_4443,GP5_S30_contig_5240,F6_S22_contig_14912
F4_S20_contig_767	F4_S20_contig_767,F8_S24_contig_328,GP3_S28_contig_2261,F7_S23_contig_580,F5_S21_contig_8366,M1_S25_contig_2634,M2_S26_contig_20627,M3_S27_contig_32175,GP4_S29_contig_3662,GP5_S30_contig_526,F6_S22_contig_8822,F3_S19_contig_2018
F8_S24_contig_3716	F8_S24_contig_3716,F3_S19_contig_11396,F4_S20_contig_7159,F5_S21_contig_8920,UHGV-0178365,F6_S22_contig_11676,F7_S23_contig_1762,M3_S27_contig_6013|provirus_24012_61062,M1_S25_contig_15003|provirus_23349_58072,M2_S26_contig_36884|provirus_23349_58072,GP5_S30_contig_262,GP3_S28_contig_1061
UHGV-0213391	UHGV-0213391,F4_S20_contig_645,GP3_S28_contig_1494,F3_S19_contig_11315,F6_S22_contig_10040,F8_S24_contig_6139,M1_S25_contig_17033,M2_S26_contig_39322,M3_S27_contig_21792,F5_S21_contig_4820,F7_S23_contig_1289,GP5_S30_contig_806
F4_S20_contig_249	F4_S20_contig_249,F5_S21_contig_14420,F6_S22_contig_268,F7_S23_contig_2034,F8_S24_contig_236,M1_S25_contig_38772,M3_S27_contig_40974,GP3_S28_contig_676,GP4_S29_contig_547,GP5_S30_contig_615,M2_S26_contig_42236,F3_S19_contig_2888|provirus_132_95257
F3_S19_contig_5582	F3_S19_contig_5582,F4_S20_contig_14511,F5_S21_contig_14559,F6_S22_contig_13898,F7_S23_contig_15681,F8_S24_contig_14851,GP5_S30_contig_3672,M1_S25_contig_11171,M2_S26_contig_30583,M3_S27_contig_21815,GP3_S28_contig_1682,GP4_S29_contig_729
UHGV-0254143	UHGV-0254143,UHGV-1028290,F3_S19_contig_12287,F4_S20_contig_8693,F5_S21_contig_3137,F6_S22_contig_12717,F7_S23_contig_3317,F8_S24_contig_12011,GP3_S28_contig_4469,GP4_S29_contig_1947,GP5_S30_contig_151
UHGV-1502107	UHGV-1502107,F3_S19_contig_7376,F5_S21_contig_12348,GP3_S28_contig_3739,F4_S20_contig_10452,F6_S22_contig_4288,F7_S23_contig_6880,F8_S24_contig_11563,GP4_S29_contig_4387,GP5_S30_contig_5164,UHGV-1941098
F8_S24_contig_2863|provirus_6875_44880	F8_S24_contig_2863|provirus_6875_44880,GP3_S28_contig_2902,F5_S21_contig_4319,F7_S23_contig_1746,GP5_S30_contig_5196,M2_S26_contig_36900,M1_S25_contig_9039,F6_S22_contig_11532,F3_S19_contig_7564,F4_S20_contig_3496,GP4_S29_contig_4251
F6_S22_contig_10347	F6_S22_contig_10347,F4_S20_contig_7874,F8_S24_contig_189,GP5_S30_contig_3644,F7_S23_contig_975,F5_S21_contig_12617,GP4_S29_contig_665,GP3_S28_contig_1143,F3_S19_contig_10836,F3_S19_contig_4720,GP3_S28_contig_608
UHGV-0205770	UHGV-0205770,F3_S19_contig_10324,F7_S23_contig_179,F8_S24_contig_884,F4_S20_contig_2831,F6_S22_contig_5020,F5_S21_contig_11629,M3_S27_contig_6989,M2_S26_contig_30408,M1_S25_contig_1555,M1_S25_contig_16138
UHGV-0221300	UHGV-0221300,F4_S20_contig_812,F5_S21_contig_13501,F6_S22_contig_14022,UHGV-0150417,F3_S19_contig_3317,F8_S24_contig_7929,F7_S23_contig_5247,M3_S27_contig_29458,GP3_S28_contig_2382,GP5_S30_contig_2665
UHGV-0282472	UHGV-0282472,F7_S23_contig_3274,F8_S24_contig_2467,F4_S20_contig_14237,F5_S21_contig_1405,F6_S22_contig_11363,M3_S27_contig_1463,F3_S19_contig_205,M1_S25_contig_2042,M1_S25_contig_18542,GP3_S28_contig_1965
UHGV-0371855	UHGV-0371855,UHGV-0043235,UHGV-1393015,UHGV-2178124,UHGV-2166344,F3_S19_contig_14180|provirus_9740_24317,F4_S20_contig_14273|provirus_9740_24317,F5_S21_contig_10322|provirus_3_14580,F6_S22_contig_11141|provirus_3_14580,F7_S23_contig_5793|provirus_3_14580,F8_S24_contig_11580|provirus_9740_24317
UHGV-0111944	UHGV-0111944,UHGV-1985305,F3_S19_contig_2295|provirus_9895_24513,F4_S20_contig_1035|provirus_10415_25033,F5_S21_contig_1570|provirus_9895_24513,F6_S22_contig_14232|provirus_10415_25033,F7_S23_contig_9113|provirus_7769_22387,F8_S24_contig_6239|provirus_27816_42434,M1_S25_contig_26267|provirus_8052_22670,M2_S26_contig_17920|provirus_9895_24513,M3_S27_contig_8702|provirus_27377_41995
F7_S23_contig_15429	F7_S23_contig_15429,F5_S21_contig_14560,F4_S20_contig_7351,F6_S22_contig_2491,GP3_S28_contig_4659,F3_S19_contig_14218,F8_S24_contig_14582,GP4_S29_contig_4406,GP5_S30_contig_752,UHGV-0321909,UHGV-0161666
F6_S22_contig_5786|provirus_57689_107408	F6_S22_contig_5786|provirus_57689_107408,F3_S19_contig_1190|provirus_35775_82933,F5_S21_contig_3086|provirus_35707_82865,F7_S23_contig_3840|provirus_35704_82862,F8_S24_contig_15352|provirus_212337_259495,M1_S25_contig_28274|provirus_35704_82862,M2_S26_contig_6814|provirus_35704_82862,M3_S27_contig_11057|provirus_35704_82862,UHGV-0364569,F4_S20_contig_8614|provirus_10392_43217,UHGV-1948980
F3_S19_contig_14623	F3_S19_contig_14623,F5_S21_contig_1408,M1_S25_contig_1201|provirus_11758_45076,M2_S26_contig_21521|provirus_11758_45076,M3_S27_contig_38157|provirus_11758_45076,F6_S22_contig_2871,F7_S23_contig_5019,F4_S20_contig_2348,F8_S24_contig_6033,F8_S24_contig_12290
F3_S19_contig_304|provirus_96642_152318	F3_S19_contig_304|provirus_96642_152318,M3_S27_contig_24486|provirus_114286_169962,F5_S21_contig_13250|provirus_146506_199571,M2_S26_contig_8369|provirus_180981_234046,M1_S25_contig_22501|provirus_180981_233242,F4_S20_contig_830|provirus_56531_104474,F7_S23_contig_12396,F6_S22_contig_6240,UHGV-1924471,F8_S24_contig_1498|provirus_2_16475
UHGV-0159635	UHGV-0159635,F5_S21_contig_7729,F3_S19_contig_6200,F4_S20_contig_933,F6_S22_contig_12200,F7_S23_contig_10476,F8_S24_contig_5420,GP5_S30_contig_4585,GP3_S28_contig_1464,GP4_S29_contig_4054
UHGV-1367968	UHGV-1367968,GP4_S29_contig_3177,F4_S20_contig_475,F5_S21_contig_2717,GP3_S28_contig_229,F8_S24_contig_7000,F7_S23_contig_2378,F6_S22_contig_6594,GP5_S30_contig_1261,F3_S19_contig_1425
GP4_S29_contig_1828	GP4_S29_contig_1828,F3_S19_contig_12893|provirus_7138_34158,F4_S20_contig_2045|provirus_7138_34158,F6_S22_contig_1916|provirus_7138_34158,F7_S23_contig_920|provirus_7138_34158,F8_S24_contig_1944|provirus_7138_34158,GP3_S28_contig_5035|provirus_2_27022,GP5_S30_contig_2653|provirus_7138_34158,F5_S21_contig_6534|provirus_7138_33790,UHGV-0382719
F4_S20_contig_2277	F4_S20_contig_2277,F6_S22_contig_1175,F3_S19_contig_14579,F7_S23_contig_13593,F8_S24_contig_10929,F5_S21_contig_5142,GP3_S28_contig_134,GP3_S28_contig_4510,F5_S21_contig_3820,GP5_S30_contig_435
UHGV-0076543	UHGV-0076543,F8_S24_contig_10663,F7_S23_contig_2299,F6_S22_contig_12684,F5_S21_contig_7743,F3_S19_contig_6929,F4_S20_contig_4560,M1_S25_contig_18792|provirus_266957_303528,M2_S26_contig_17077|provirus_266957_303528,M3_S27_contig_30618|provirus_266957_303528
GP3_S28_contig_4398	GP3_S28_contig_4398,GP4_S29_contig_690,GP5_S30_contig_4128,UHGV-0379239,F3_S19_contig_7595,F4_S20_contig_7748,F5_S21_contig_12047,F6_S22_contig_9060,F7_S23_contig_8611,F8_S24_contig_10664
F3_S19_contig_7909	F3_S19_contig_7909,F4_S20_contig_13595,F5_S21_contig_9729,F6_S22_contig_11028,F7_S23_contig_15712,F8_S24_contig_14545,GP3_S28_contig_3602,GP4_S29_contig_4032,GP5_S30_contig_1416,UHGV-1374189
UHGV-2050715	UHGV-2050715,UHGV-1958726,F7_S23_contig_3580,M2_S26_contig_9027,F8_S24_contig_7586,F5_S21_contig_8242,F6_S22_contig_7714,M3_S27_contig_32740,M1_S25_contig_9372,F3_S19_contig_8676
F3_S19_contig_14407	F3_S19_contig_14407,F4_S20_contig_14491,F5_S21_contig_14572,F6_S22_contig_14302,F7_S23_contig_15747,F8_S24_contig_14366,GP5_S30_contig_2740,GP3_S28_contig_3352,GP4_S29_contig_1201,GP3_S28_contig_3475
GP3_S28_contig_81	GP3_S28_contig_81,GP5_S30_contig_741,F8_S24_contig_3674,F4_S20_contig_2559,F5_S21_contig_11684,F6_S22_contig_1866,M1_S25_contig_42948,F3_S19_contig_658,M3_S27_contig_32392,M2_S26_contig_11807
F7_S23_contig_13307	F7_S23_contig_13307,F8_S24_contig_1253,F4_S20_contig_8900,F3_S19_contig_9749,F5_S21_contig_2524,F6_S22_contig_13567,GP5_S30_contig_1860,GP3_S28_contig_295,GP4_S29_contig_613,UHGV-0214421
UHGV-1372365	UHGV-1372365,F3_S19_contig_9800,F4_S20_contig_11873,F5_S21_contig_14398,F6_S22_contig_6538,F7_S23_contig_217,F8_S24_contig_3746,GP3_S28_contig_5214,GP4_S29_contig_1299,GP5_S30_contig_2306
GP5_S30_contig_4052	GP5_S30_contig_4052,GP4_S29_contig_3322,GP3_S28_contig_4719,UHGV-1678799,F8_S24_contig_9833,F3_S19_contig_9802,F4_S20_contig_9512,F7_S23_contig_2902,F6_S22_contig_6892,F5_S21_contig_11399
UHGV-0098319	UHGV-0098319,F5_S21_contig_5346,F6_S22_contig_730,M1_S25_contig_12221,M2_S26_contig_19007,M3_S27_contig_18119,F7_S23_contig_12887,F3_S19_contig_588,F4_S20_contig_1812,F8_S24_contig_10467
M3_S27_contig_18679|provirus_98368_148407	M3_S27_contig_18679|provirus_98368_148407,UHGV-2079779,M1_S25_contig_5604,M2_S26_contig_4988,F4_S20_contig_10092,F5_S21_contig_13796,F6_S22_contig_12287,F7_S23_contig_9550,F8_S24_contig_8827,F3_S19_contig_10455
